Card #,Hero,Variation,Treatment,Weapon,Notation,Power,Athlete Inspiration,Play Cost,Play Ability
BLBF-24,Unibrow,First Edition,Blizzard Battlefoil,Hex,SSP,170,Anthony Davis,0,
BLBF-25,Exterminaber,First Edition,Blizzard Battlefoil,Hex,SSP,165,Malik Nabers,0,
BLBF-26,Bomber,First Edition,Blizzard Battlefoil,Hex,SSP,165,Jordan Alvarez,0,
BLBF-27,Juice,First Edition,Blizzard Battlefoil,Hex,SSP,165,Jaylen Brown,0,
BLBF-28,Attak,First Edition,Blizzard Battlefoil,Hex,SSP,165,Dak Prescott,0,
BLBF-29,ChetMate,First Edition,Blizzard Battlefoil,Hex,SSP,165,Chet Holmgren,0,
BLBF-30,Phoenix,First Edition,Blizzard Battlefoil,Hex,SSP,165,Bo Nix,0,
BLBF-31,Lieutenant,First Edition,Blizzard Battlefoil,Hex,SSP,160,Dansby Swanson,0,
BLBF-32,Snowbear,First Edition,Blizzard Battlefoil,Hex,SSP,160,Pete Alonso,0,
BLBF-33,Boltage,First Edition,Blizzard Battlefoil,Hex,SSP,160,Justin Herbert,0,
BLBF-34,Librarian,First Edition,Blizzard Battlefoil,Hex,SSP,160,Devin Booker,0,
BLBF-35,Aeronaut,First Edition,Blizzard Battlefoil,Hex,SSP,160,Nolan Arenado,0,
BLBF-36,Sabotage,First Edition,Blizzard Battlefoil,Hex,SSP,160,Domantas Sabonis,0,
BLBF-37,Mic'd Up,First Edition,Blizzard Battlefoil,Hex,SSP,155,MIke Evans,0,
BLBF-38,Jambox,First Edition,Blizzard Battlefoil,Hex,SSP,155,Ja Morant,0,
BLBF-39,Simon Says,First Edition,Blizzard Battlefoil,Hex,SSP,155,Anfernee Simons,0,
BLBF-40,Mr. Irrelevant,First Edition,Blizzard Battlefoil,Hex,SSP,155,Brock Purdy,0,
BLBF-41,Pantera,First Edition,Blizzard Battlefoil,Hex,SSP,155,Luis Robert Jr,0,
BLBF-42,Rockstar,First Edition,Blizzard Battlefoil,Hex,SSP,155,Jazz Chisholm,0,
BLBF-43,Big-Z,First Edition,Blizzard Battlefoil,Hex,SSP,150,Zion Williamson,0,
BLBF-44,Clutch,First Edition,Blizzard Battlefoil,Hex,SSP,150,Andrew McCutchen,0,
BLBF-45,PukaDot,First Edition,Blizzard Battlefoil,Hex,SSP,150,Puka Nacua,0,
BLBF-46,Sprinkler,First Edition,Blizzard Battlefoil,Hex,SSP,150,Luis Arraez,0,
BLBF-47,Foxhole,First Edition,Blizzard Battlefoil,Hex,SSP,150,De'Aaron Fox,0,
BLBF-48,Thomstone,First Edition,Blizzard Battlefoil,Hex,SSP,150,Brian Thomas Jr,0,
BLBF-49,Botto,First Edition,Blizzard Battlefoil,Hex,SSP,145,Joey Votto,0,
BLBF-50,Lawman,First Edition,Blizzard Battlefoil,Hex,SSP,145,Trevor Lawrence,0,
BLBF-51,Barnacle,First Edition,Blizzard Battlefoil,Hex,SSP,145,Scottie Barnes,0,
BLBF-52,Laviathan,First Edition,Blizzard Battlefoil,Hex,SSP,145,Zach Lavine,0,
BLBF-53,Breeze,First Edition,Blizzard Battlefoil,Hex,SSP,145,Breece Hall,0,
BLBF-54,Gravedigger,First Edition,Blizzard Battlefoil,Hex,SSP,145,Stefon Diggs,0,
BLBF-55,D-Hop,First Edition,Blizzard Battlefoil,Hex,SSP,140,Deandre Hopkins,0,
BLBF-56,Alien,First Edition,Blizzard Battlefoil,Hex,SSP,140,CJ Abrams,0,
BLBF-57,Portalize,First Edition,Blizzard Battlefoil,Hex,SSP,140,Sam Laporta,0,
BLBF-58,Torque,First Edition,Blizzard Battlefoil,Hex,SSP,140,Spencer Torkelson,0,
BLBF-59,Risarcher,First Edition,Blizzard Battlefoil,Hex,SSP,140,Zaccharie Risacher,0,
BLBF-60,Sarrtillery,First Edition,Blizzard Battlefoil,Hex,SSP,140,Alexandre Sarr,0,
BLBF-61,LeBoss,First Edition,Blizzard Battlefoil,Glow,,140,Lebron James,0,
BLBF-62,Merlomes,First Edition,Blizzard Battlefoil,Glow,,140,Patrick Mahomes,0,
BLBF-63,Chosen,First Edition,Blizzard Battlefoil,Glow,,140,Juan Soto,0,
BLBF-64,Midas,First Edition,Blizzard Battlefoil,Glow,,140,Steph Curry,0,
BLBF-65,Bison,First Edition,Blizzard Battlefoil,Glow,,140,Josh Allen,0,
BLBF-66,Wargod,First Edition,Blizzard Battlefoil,Glow,,140,Mike Trout,0,
BLBF-67,Donny Buckets,First Edition,Blizzard Battlefoil,Glow,,135,Luka Doncic,0,
BLBF-68,Warp,First Edition,Blizzard Battlefoil,Glow,,135,Lamar Jackson,0,
BLBF-69,Harpoon,First Edition,Blizzard Battlefoil,Glow,,135,Bryca Harper,0,
BLBF-70,Mustang,First Edition,Blizzard Battlefoil,Glow,,135,Nikola Jokic,0,
BLBF-71,Jaybird,First Edition,Blizzard Battlefoil,Glow,,135,Jayden Daniels,0,
BLBF-72,J-Jetts,First Edition,Blizzard Battlefoil,Glow,,135,Justin Jefferson,0,
BLBF-73,Merri-Go-Round,First Edition,Blizzard Battlefoil,Glow,,130,Jackson Marrill,0,
BLBF-74,Shystep,First Edition,Blizzard Battlefoil,Glow,,130,Shai Gilgeous-Alexander,0,
BLBF-75,Ram,First Edition,Blizzard Battlefoil,Glow,,130,Jose Ramirez,0,
BLBF-76,Freakshow,First Edition,Blizzard Battlefoil,Glow,,130,Giannis Anteokounmpo,0,
BLBF-77,Lightningrod,First Edition,Blizzard Battlefoil,Glow,,130,Julio Rodriguez,0,
BLBF-78,Bayou,First Edition,Blizzard Battlefoil,Glow,,130,Ja'marr Chase,0,
BLBF-79,McArmyKnife,First Edition,Blizzard Battlefoil,Glow,,125,Christian McCaffrey,0,
BLBF-80,Tigre,First Edition,Blizzard Battlefoil,Glow,,125,Miguel Cabrera,0,
BLBF-81,Cheetah,First Edition,Blizzard Battlefoil,Glow,,125,Tyreek Hill,0,
BLBF-82,Spider,First Edition,Blizzard Battlefoil,Glow,,125,Donovan Mitchell,0,
BLBF-83,Crews-Missle,First Edition,Blizzard Battlefoil,Glow,,125,Dylan Crews,0,
BLBF-84,Unibrow,First Edition,Blizzard Battlefoil,Glow,,125,Anthony Davis,0,
BLBF-85,Exterminaber,First Edition,Blizzard Battlefoil,Glow,,120,Malik Nabers,0,
BLBF-86,Bomber,First Edition,Blizzard Battlefoil,Glow,,120,Jordan Alvarez,0,
BLBF-87,Juice,First Edition,Blizzard Battlefoil,Glow,,120,Jaylen Brown,0,
BLBF-88,Attak,First Edition,Blizzard Battlefoil,Glow,,120,Dak Prescott,0,
BLBF-89,ChetMate,First Edition,Blizzard Battlefoil,Glow,,120,Chet Holmgren,0,
BLBF-90,Phoenix,First Edition,Blizzard Battlefoil,Glow,,120,Bo Nix,0,
BLBF-91,Lieutenant,First Edition,Blizzard Battlefoil,Glow,,115,Dansby Swanson,0,
BLBF-92,Snowbear,First Edition,Blizzard Battlefoil,Glow,,115,Pete Alonso,0,
BLBF-93,Boltage,First Edition,Blizzard Battlefoil,Glow,,115,Justin Herbert,0,
BLBF-94,Librarian,First Edition,Blizzard Battlefoil,Glow,,115,Devin Booker,0,
BLBF-95,Aeronaut,First Edition,Blizzard Battlefoil,Glow,,115,Nolan Arenado,0,
BLBF-96,Sabotage,First Edition,Blizzard Battlefoil,Glow,,115,Domantas Sabonis,0,
BLBF-97,Mic'd Up,First Edition,Blizzard Battlefoil,Glow,,110,MIke Evans,0,
BLBF-98,Jambox,First Edition,Blizzard Battlefoil,Glow,,110,Ja Morant,0,
BLBF-99,Simon Says,First Edition,Blizzard Battlefoil,Glow,,110,Anfernee Simons,0,
BLBF-100,Mr. Irrelevant,First Edition,Blizzard Battlefoil,Glow,,110,Brock Purdy,0,
BLBF-101,Pantera,First Edition,Blizzard Battlefoil,Glow,,110,Luis Robert Jr,0,
BLBF-102,Rockstar,First Edition,Blizzard Battlefoil,Glow,,110,Jazz Chisholm,0,
BLBF-103,Big-Z,First Edition,Blizzard Battlefoil,Glow,,105,Zion Williamson,0,
BLBF-104,Clutch,First Edition,Blizzard Battlefoil,Glow,,105,Andrew McCutchen,0,
BLBF-105,PukaDot,First Edition,Blizzard Battlefoil,Glow,,105,Puka Nacua,0,
BLBF-106,Sprinkler,First Edition,Blizzard Battlefoil,Glow,,105,Luis Arraez,0,
BLBF-107,Foxhole,First Edition,Blizzard Battlefoil,Glow,,105,De'Aaron Fox,0,
BLBF-108,Thomstone,First Edition,Blizzard Battlefoil,Glow,,105,Brian Thomas Jr,0,
BLBF-109,Botto,First Edition,Blizzard Battlefoil,Glow,,100,Joey Votto,0,
BLBF-110,Lawman,First Edition,Blizzard Battlefoil,Glow,,100,Trevor Lawrence,0,
BLBF-111,Barnacle,First Edition,Blizzard Battlefoil,Glow,,100,Scottie Barnes,0,
BLBF-112,Laviathan,First Edition,Blizzard Battlefoil,Glow,,100,Zach Lavine,0,
BLBF-113,Breeze,First Edition,Blizzard Battlefoil,Glow,,100,Breece Hall,0,
BLBF-114,Gravedigger,First Edition,Blizzard Battlefoil,Glow,,100,Stefon Diggs,0,
BLBF-115,D-Hop,First Edition,Blizzard Battlefoil,Glow,,95,Deandre Hopkins,0,
BLBF-116,Alien,First Edition,Blizzard Battlefoil,Glow,,95,CJ Abrams,0,
BLBF-117,Portalize,First Edition,Blizzard Battlefoil,Glow,,95,Sam Laporta,0,
BLBF-118,Torque,First Edition,Blizzard Battlefoil,Glow,,95,Spencer Torkelson,0,
BLBF-119,Risarcher,First Edition,Blizzard Battlefoil,Glow,,95,Zaccharie Risacher,0,
BLBF-120,Sarrtillery,First Edition,Blizzard Battlefoil,Glow,,95,Alexandre Sarr,0,
BLBF-121,LeBoss,First Edition,Blizzard Battlefoil,Fire,,135,Lebron James,0,
BLBF-122,Merlomes,First Edition,Blizzard Battlefoil,Fire,,135,Patrick Mahomes,0,
BLBF-123,Chosen,First Edition,Blizzard Battlefoil,Fire,,135,Juan Soto,0,
BLBF-124,Midas,First Edition,Blizzard Battlefoil,Fire,,135,Steph Curry,0,
BLBF-125,Bison,First Edition,Blizzard Battlefoil,Fire,,135,Josh Allen,0,
BLBF-126,Wargod,First Edition,Blizzard Battlefoil,Fire,,135,Mike Trout,0,
BLBF-127,Donny Buckets,First Edition,Blizzard Battlefoil,Fire,,130,Luka Doncic,0,
BLBF-128,Warp,First Edition,Blizzard Battlefoil,Fire,,130,Lamar Jackson,0,
BLBF-129,Harpoon,First Edition,Blizzard Battlefoil,Fire,,130,Bryca Harper,0,
BLBF-130,Mustang,First Edition,Blizzard Battlefoil,Fire,,130,Nikola Jokic,0,
BLBF-131,Jaybird,First Edition,Blizzard Battlefoil,Fire,,130,Jayden Daniels,0,
BLBF-132,J-Jetts,First Edition,Blizzard Battlefoil,Fire,,130,Justin Jefferson,0,
BLBF-133,Merri-Go-Round,First Edition,Blizzard Battlefoil,Fire,,125,Jackson Marrill,0,
BLBF-134,Shystep,First Edition,Blizzard Battlefoil,Fire,,125,Shai Gilgeous-Alexander,0,
BLBF-135,Ram,First Edition,Blizzard Battlefoil,Fire,,125,Jose Ramirez,0,
BLBF-136,Freakshow,First Edition,Blizzard Battlefoil,Fire,,125,Giannis Anteokounmpo,0,
BLBF-137,Lightningrod,First Edition,Blizzard Battlefoil,Fire,,125,Julio Rodriguez,0,
BLBF-138,Bayou,First Edition,Blizzard Battlefoil,Fire,,125,Ja'marr Chase,0,
BLBF-139,McArmyKnife,First Edition,Blizzard Battlefoil,Fire,,120,Christian McCaffrey,0,
BLBF-140,Tigre,First Edition,Blizzard Battlefoil,Fire,,120,Miguel Cabrera,0,
BLBF-141,Cheetah,First Edition,Blizzard Battlefoil,Fire,,120,Tyreek Hill,0,
BLBF-142,Spider,First Edition,Blizzard Battlefoil,Fire,,120,Donovan Mitchell,0,
BLBF-143,Crews-Missle,First Edition,Blizzard Battlefoil,Fire,,120,Dylan Crews,0,
BLBF-144,Unibrow,First Edition,Blizzard Battlefoil,Fire,,120,Anthony Davis,0,
BLBF-145,Exterminaber,First Edition,Blizzard Battlefoil,Fire,,115,Malik Nabers,0,
BLBF-146,Bomber,First Edition,Blizzard Battlefoil,Fire,,115,Jordan Alvarez,0,
BLBF-147,Juice,First Edition,Blizzard Battlefoil,Fire,,115,Jaylen Brown,0,
BLBF-148,Attak,First Edition,Blizzard Battlefoil,Fire,,115,Dak Prescott,0,
BLBF-149,ChetMate,First Edition,Blizzard Battlefoil,Fire,,115,Chet Holmgren,0,
BLBF-150,Phoenix,First Edition,Blizzard Battlefoil,Fire,,115,Bo Nix,0,
BLBF-151,Lieutenant,First Edition,Blizzard Battlefoil,Fire,,110,Dansby Swanson,0,
BLBF-152,Snowbear,First Edition,Blizzard Battlefoil,Fire,,110,Pete Alonso,0,
BLBF-153,Boltage,First Edition,Blizzard Battlefoil,Fire,,110,Justin Herbert,0,
BLBF-154,Librarian,First Edition,Blizzard Battlefoil,Fire,,110,Devin Booker,0,
BLBF-155,Aeronaut,First Edition,Blizzard Battlefoil,Fire,,110,Nolan Arenado,0,
BLBF-156,Sabotage,First Edition,Blizzard Battlefoil,Fire,,110,Domantas Sabonis,0,
BLBF-157,Mic'd Up,First Edition,Blizzard Battlefoil,Fire,,105,MIke Evans,0,
BLBF-158,Jambox,First Edition,Blizzard Battlefoil,Fire,,105,Ja Morant,0,
BLBF-159,Simon Says,First Edition,Blizzard Battlefoil,Fire,,105,Anfernee Simons,0,
BLBF-160,Mr. Irrelevant,First Edition,Blizzard Battlefoil,Fire,,105,Brock Purdy,0,
BLBF-161,Pantera,First Edition,Blizzard Battlefoil,Fire,,105,Luis Robert Jr,0,
BLBF-162,Rockstar,First Edition,Blizzard Battlefoil,Fire,,105,Jazz Chisholm,0,
BLBF-163,Big-Z,First Edition,Blizzard Battlefoil,Fire,,100,Zion Williamson,0,
BLBF-164,Clutch,First Edition,Blizzard Battlefoil,Fire,,100,Andrew McCutchen,0,
BLBF-165,PukaDot,First Edition,Blizzard Battlefoil,Fire,,100,Puka Nacua,0,
BLBF-166,Sprinkler,First Edition,Blizzard Battlefoil,Fire,,100,Luis Arraez,0,
BLBF-167,Foxhole,First Edition,Blizzard Battlefoil,Fire,,100,De'Aaron Fox,0,
BLBF-168,Thomstone,First Edition,Blizzard Battlefoil,Fire,,100,Brian Thomas Jr,0,
BLBF-169,Botto,First Edition,Blizzard Battlefoil,Fire,,95,Joey Votto,0,
BLBF-170,Lawman,First Edition,Blizzard Battlefoil,Fire,,95,Trevor Lawrence,0,
BLBF-171,Barnacle,First Edition,Blizzard Battlefoil,Fire,,95,Scottie Barnes,0,
BLBF-172,Laviathan,First Edition,Blizzard Battlefoil,Fire,,95,Zach Lavine,0,
BLBF-173,Breeze,First Edition,Blizzard Battlefoil,Fire,,95,Breece Hall,0,
BLBF-174,Gravedigger,First Edition,Blizzard Battlefoil,Fire,,95,Stefon Diggs,0,
BLBF-175,D-Hop,First Edition,Blizzard Battlefoil,Fire,,90,Deandre Hopkins,0,
BLBF-176,Alien,First Edition,Blizzard Battlefoil,Fire,,90,CJ Abrams,0,
BLBF-177,Portalize,First Edition,Blizzard Battlefoil,Fire,,90,Sam Laporta,0,
BLBF-178,Torque,First Edition,Blizzard Battlefoil,Fire,,90,Spencer Torkelson,0,
BLBF-179,Risarcher,First Edition,Blizzard Battlefoil,Fire,,90,Zaccharie Risacher,0,
BLBF-180,Sarrtillery,First Edition,Blizzard Battlefoil,Fire,,90,Alexandre Sarr,0,
BLBF-181,LeBoss,First Edition,Blizzard Battlefoil,Ice,,135,Lebron James,0,
BLBF-182,Merlomes,First Edition,Blizzard Battlefoil,Ice,,135,Patrick Mahomes,0,
BLBF-183,Chosen,First Edition,Blizzard Battlefoil,Ice,,135,Juan Soto,0,
BLBF-184,Midas,First Edition,Blizzard Battlefoil,Ice,,135,Steph Curry,0,
BLBF-185,Bison,First Edition,Blizzard Battlefoil,Ice,,135,Josh Allen,0,
BLBF-186,Wargod,First Edition,Blizzard Battlefoil,Ice,,135,Mike Trout,0,
BLBF-187,Donny Buckets,First Edition,Blizzard Battlefoil,Ice,,130,Luka Doncic,0,
BLBF-188,Warp,First Edition,Blizzard Battlefoil,Ice,,130,Lamar Jackson,0,
BLBF-189,Harpoon,First Edition,Blizzard Battlefoil,Ice,,130,Bryca Harper,0,
BLBF-190,Mustang,First Edition,Blizzard Battlefoil,Ice,,130,Nikola Jokic,0,
BLBF-191,Jaybird,First Edition,Blizzard Battlefoil,Ice,,130,Jayden Daniels,0,
BLBF-192,J-Jetts,First Edition,Blizzard Battlefoil,Ice,,130,Justin Jefferson,0,
BLBF-193,Merri-Go-Round,First Edition,Blizzard Battlefoil,Ice,,125,Jackson Marrill,0,
BLBF-194,Shystep,First Edition,Blizzard Battlefoil,Ice,,125,Shai Gilgeous-Alexander,0,
BLBF-195,Ram,First Edition,Blizzard Battlefoil,Ice,,125,Jose Ramirez,0,
BLBF-196,Freakshow,First Edition,Blizzard Battlefoil,Ice,,125,Giannis Anteokounmpo,0,
BLBF-197,Lightningrod,First Edition,Blizzard Battlefoil,Ice,,125,Julio Rodriguez,0,
BLBF-198,Bayou,First Edition,Blizzard Battlefoil,Ice,,125,Ja'marr Chase,0,
BLBF-199,McArmyKnife,First Edition,Blizzard Battlefoil,Ice,,120,Christian McCaffrey,0,
BLBF-200,Tigre,First Edition,Blizzard Battlefoil,Ice,,120,Miguel Cabrera,0,
BLBF-201,Cheetah,First Edition,Blizzard Battlefoil,Ice,,120,Tyreek Hill,0,
BLBF-202,Spider,First Edition,Blizzard Battlefoil,Ice,,120,Donovan Mitchell,0,
BLBF-203,Crews-Missle,First Edition,Blizzard Battlefoil,Ice,,120,Dylan Crews,0,
BLBF-204,Unibrow,First Edition,Blizzard Battlefoil,Ice,,120,Anthony Davis,0,
BLBF-205,Exterminaber,First Edition,Blizzard Battlefoil,Ice,,115,Malik Nabers,0,
BLBF-206,Bomber,First Edition,Blizzard Battlefoil,Ice,,115,Jordan Alvarez,0,
BLBF-207,Juice,First Edition,Blizzard Battlefoil,Ice,,115,Jaylen Brown,0,
BLBF-208,Attak,First Edition,Blizzard Battlefoil,Ice,,115,Dak Prescott,0,
BLBF-209,ChetMate,First Edition,Blizzard Battlefoil,Ice,,115,Chet Holmgren,0,
BLBF-210,Phoenix,First Edition,Blizzard Battlefoil,Ice,,115,Bo Nix,0,
BLBF-211,Lieutenant,First Edition,Blizzard Battlefoil,Ice,,110,Dansby Swanson,0,
BLBF-212,Snowbear,First Edition,Blizzard Battlefoil,Ice,,110,Pete Alonso,0,
BLBF-213,Boltage,First Edition,Blizzard Battlefoil,Ice,,110,Justin Herbert,0,
BLBF-214,Librarian,First Edition,Blizzard Battlefoil,Ice,,110,Devin Booker,0,
BLBF-215,Aeronaut,First Edition,Blizzard Battlefoil,Ice,,110,Nolan Arenado,0,
BLBF-216,Sabotage,First Edition,Blizzard Battlefoil,Ice,,110,Domantas Sabonis,0,
BLBF-217,Mic'd Up,First Edition,Blizzard Battlefoil,Ice,,105,MIke Evans,0,
BLBF-218,Jambox,First Edition,Blizzard Battlefoil,Ice,,105,Ja Morant,0,
BLBF-219,Simon Says,First Edition,Blizzard Battlefoil,Ice,,105,Anfernee Simons,0,
BLBF-220,Mr. Irrelevant,First Edition,Blizzard Battlefoil,Ice,,105,Brock Purdy,0,
BLBF-221,Pantera,First Edition,Blizzard Battlefoil,Ice,,105,Luis Robert Jr,0,
BLBF-222,Rockstar,First Edition,Blizzard Battlefoil,Ice,,105,Jazz Chisholm,0,
BLBF-223,Big-Z,First Edition,Blizzard Battlefoil,Ice,,100,Zion Williamson,0,
BLBF-224,Clutch,First Edition,Blizzard Battlefoil,Ice,,100,Andrew McCutchen,0,
BLBF-225,PukaDot,First Edition,Blizzard Battlefoil,Ice,,100,Puka Nacua,0,
BLBF-226,Sprinkler,First Edition,Blizzard Battlefoil,Ice,,100,Luis Arraez,0,
BLBF-227,Foxhole,First Edition,Blizzard Battlefoil,Ice,,100,De'Aaron Fox,0,
BLBF-228,Thomstone,First Edition,Blizzard Battlefoil,Ice,,100,Brian Thomas Jr,0,
BLBF-229,Botto,First Edition,Blizzard Battlefoil,Ice,,95,Joey Votto,0,
BLBF-230,Lawman,First Edition,Blizzard Battlefoil,Ice,,95,Trevor Lawrence,0,
BLBF-231,Barnacle,First Edition,Blizzard Battlefoil,Ice,,95,Scottie Barnes,0,
BLBF-232,Laviathan,First Edition,Blizzard Battlefoil,Ice,,95,Zach Lavine,0,
BLBF-233,Breeze,First Edition,Blizzard Battlefoil,Ice,,95,Breece Hall,0,
BLBF-234,Gravedigger,First Edition,Blizzard Battlefoil,Ice,,95,Stefon Diggs,0,
BLBF-235,D-Hop,First Edition,Blizzard Battlefoil,Ice,,90,Deandre Hopkins,0,
BLBF-236,Alien,First Edition,Blizzard Battlefoil,Ice,,90,CJ Abrams,0,
BLBF-237,Portalize,First Edition,Blizzard Battlefoil,Ice,,90,Sam Laporta,0,
BLBF-238,Torque,First Edition,Blizzard Battlefoil,Ice,,90,Spencer Torkelson,0,
BLBF-239,Risarcher,First Edition,Blizzard Battlefoil,Ice,,90,Zaccharie Risacher,0,
BLBF-240,Sarrtillery,First Edition,Blizzard Battlefoil,Ice,,90,Alexandre Sarr,0,
BLBF-241,LeBoss,First Edition,Blizzard Battlefoil,Steel,,130,Lebron James,0,
BLBF-242,Merlomes,First Edition,Blizzard Battlefoil,Steel,,130,Patrick Mahomes,0,
BLBF-243,Chosen,First Edition,Blizzard Battlefoil,Steel,,130,Juan Soto,0,
BLBF-244,Midas,First Edition,Blizzard Battlefoil,Steel,,130,Steph Curry,0,
BLBF-245,Bison,First Edition,Blizzard Battlefoil,Steel,,130,Josh Allen,0,
BLBF-246,Wargod,First Edition,Blizzard Battlefoil,Steel,,130,Mike Trout,0,
BLBF-247,Donny Buckets,First Edition,Blizzard Battlefoil,Steel,,125,Luka Doncic,0,
BLBF-248,Warp,First Edition,Blizzard Battlefoil,Steel,,125,Lamar Jackson,0,
BLBF-249,Harpoon,First Edition,Blizzard Battlefoil,Steel,,125,Bryca Harper,0,
BLBF-250,Mustang,First Edition,Blizzard Battlefoil,Steel,,125,Nikola Jokic,0,
BLBF-251,Jaybird,First Edition,Blizzard Battlefoil,Steel,,125,Jayden Daniels,0,
BLBF-252,J-Jetts,First Edition,Blizzard Battlefoil,Steel,,125,Justin Jefferson,0,
BLBF-253,Merri-Go-Round,First Edition,Blizzard Battlefoil,Steel,,120,Jackson Marrill,0,
BLBF-254,Shystep,First Edition,Blizzard Battlefoil,Steel,,120,Shai Gilgeous-Alexander,0,
BLBF-255,Ram,First Edition,Blizzard Battlefoil,Steel,,120,Jose Ramirez,0,
BLBF-256,Freakshow,First Edition,Blizzard Battlefoil,Steel,,120,Giannis Anteokounmpo,0,
BLBF-257,Lightningrod,First Edition,Blizzard Battlefoil,Steel,,120,Julio Rodriguez,0,
BLBF-258,Bayou,First Edition,Blizzard Battlefoil,Steel,,120,Ja'marr Chase,0,
BLBF-259,McArmyKnife,First Edition,Blizzard Battlefoil,Steel,,115,Christian McCaffrey,0,
BLBF-260,Tigre,First Edition,Blizzard Battlefoil,Steel,,115,Miguel Cabrera,0,
BLBF-261,Cheetah,First Edition,Blizzard Battlefoil,Steel,,115,Tyreek Hill,0,
BLBF-262,Spider,First Edition,Blizzard Battlefoil,Steel,,115,Donovan Mitchell,0,
BLBF-263,Crews-Missle,First Edition,Blizzard Battlefoil,Steel,,115,Dylan Crews,0,
BLBF-264,Unibrow,First Edition,Blizzard Battlefoil,Steel,,115,Anthony Davis,0,
BLBF-265,Exterminaber,First Edition,Blizzard Battlefoil,Steel,,110,Malik Nabers,0,
BLBF-266,Bomber,First Edition,Blizzard Battlefoil,Steel,,110,Jordan Alvarez,0,
BLBF-267,Juice,First Edition,Blizzard Battlefoil,Steel,,110,Jaylen Brown,0,
BLBF-268,Attak,First Edition,Blizzard Battlefoil,Steel,,110,Dak Prescott,0,
BLBF-269,ChetMate,First Edition,Blizzard Battlefoil,Steel,,110,Chet Holmgren,0,
BLBF-270,Phoenix,First Edition,Blizzard Battlefoil,Steel,,110,Bo Nix,0,
BLBF-271,Lieutenant,First Edition,Blizzard Battlefoil,Steel,,105,Dansby Swanson,0,
BLBF-272,Snowbear,First Edition,Blizzard Battlefoil,Steel,,105,Pete Alonso,0,
BLBF-273,Boltage,First Edition,Blizzard Battlefoil,Steel,,105,Justin Herbert,0,
BLBF-274,Librarian,First Edition,Blizzard Battlefoil,Steel,,105,Devin Booker,0,
BLBF-275,Aeronaut,First Edition,Blizzard Battlefoil,Steel,,105,Nolan Arenado,0,
BLBF-276,Sabotage,First Edition,Blizzard Battlefoil,Steel,,105,Domantas Sabonis,0,
BLBF-277,Mic'd Up,First Edition,Blizzard Battlefoil,Steel,,100,MIke Evans,0,
BLBF-278,Jambox,First Edition,Blizzard Battlefoil,Steel,,100,Ja Morant,0,
BLBF-279,Simon Says,First Edition,Blizzard Battlefoil,Steel,,100,Anfernee Simons,0,
BLBF-280,Mr. Irrelevant,First Edition,Blizzard Battlefoil,Steel,,100,Brock Purdy,0,
BLBF-281,Pantera,First Edition,Blizzard Battlefoil,Steel,,100,Luis Robert Jr,0,
BLBF-282,Rockstar,First Edition,Blizzard Battlefoil,Steel,,100,Jazz Chisholm,0,
BLBF-283,Big-Z,First Edition,Blizzard Battlefoil,Steel,,95,Zion Williamson,0,
BLBF-284,Clutch,First Edition,Blizzard Battlefoil,Steel,,95,Andrew McCutchen,0,
BLBF-285,PukaDot,First Edition,Blizzard Battlefoil,Steel,,95,Puka Nacua,0,
BLBF-286,Sprinkler,First Edition,Blizzard Battlefoil,Steel,,95,Luis Arraez,0,
BLBF-287,Foxhole,First Edition,Blizzard Battlefoil,Steel,,95,De'Aaron Fox,0,
BLBF-288,Thomstone,First Edition,Blizzard Battlefoil,Steel,,95,Brian Thomas Jr,0,
BLBF-289,Botto,First Edition,Blizzard Battlefoil,Steel,,90,Joey Votto,0,
BLBF-290,Lawman,First Edition,Blizzard Battlefoil,Steel,,90,Trevor Lawrence,0,
BLBF-291,Barnacle,First Edition,Blizzard Battlefoil,Steel,,90,Scottie Barnes,0,
BLBF-292,Laviathan,First Edition,Blizzard Battlefoil,Steel,,90,Zach Lavine,0,
BLBF-293,Breeze,First Edition,Blizzard Battlefoil,Steel,,90,Breece Hall,0,
BLBF-294,Gravedigger,First Edition,Blizzard Battlefoil,Steel,,90,Stefon Diggs,0,
BLBF-295,D-Hop,First Edition,Blizzard Battlefoil,Steel,,85,Deandre Hopkins,0,
BLBF-296,Alien,First Edition,Blizzard Battlefoil,Steel,,85,CJ Abrams,0,
BLBF-297,Portalize,First Edition,Blizzard Battlefoil,Steel,,85,Sam Laporta,0,
BLBF-298,Torque,First Edition,Blizzard Battlefoil,Steel,,85,Spencer Torkelson,0,
BLBF-299,Risarcher,First Edition,Blizzard Battlefoil,Steel,,85,Zaccharie Risacher,0,
BLBF-300,Sarrtillery,First Edition,Blizzard Battlefoil,Steel,,85,Alexandre Sarr,0,
GLBF-1,BoJax,Founding Hero Alpha Update,Grandma's Linoleum Battlefoil,Hex,SSP,200,Bo Jackson,0,
GLBF-2,Magic,Magic Johnson Debut,Grandma's Linoleum Battlefoil,Hex,SSP,200,Magic Johnson,0,
GLBF-3,Emmitt-164,Emmitt Smith Debut,Grandma's Linoleum Battlefoil,Hex,SSP,200,Emmitt Smith,0,
GLBF-4,Marino,Dan Marino Debut,Grandma's Linoleum Battlefoil,Hex,SSP,200,Dan Marino,0,
GLBF-5,"Barry ""Cutback"" Sanders",Barry Sanders Debut,Grandma's Linoleum Battlefoil,Hex,SSP,200,Barry Sanders,0,
