Card #,Hero,Variation,Treatment,Weapon,Notation,Power,Athlete Inspiration,Play Cost,Play Ability
BL-B23,Timmy,Tim Brown Debut,BLUE BLAST,ICE,,155,Tim Brown,0,
BL-B24,Palmer,Jim Palmer Debut,BLUE BLAST,ICE,,155,Jim Palmer,0,
BL-B25,Thighs Man,Joe Theisman,BLUE BLAST,ICE,,155,Joe Theismann,0,
BL-B26,Rodder,Rod Smith Debut,BLUE BLAST,ICE,,150,Rod Smith,0,
BL-B27,Awesome Dawson,Andre Dawson Debut,BLUE BLAST,ICE,,150,Andre Dawson,0,
BL-B28,Line-Art,Matt Leinart Debut,BLUE BLAST,ICE,,150,Matt Leinart,0,
BL-B29,Swoopes,Sheryl Swoopes Debut,BLUE BLAST,ICE,,150,Sheryl Swoopes,0,
BL-B30,Smoke,Dave Stewart Debut,BLUE BLAST,ICE,,150,Dave Stewart,0,
BL-B31,Man of Steal,Vince Coleman Debut,BLUE BLAST,ICE,,150,Vince Coleman,0,
BL-B32,Showtime,First Edition,BLUE BLAST,ICE,,135,Shohei Ohtani,0,
BL-B33,Matata,First Edition,BLUE BLAST,ICE,,135,Ronald Acuna Jr.,0,
BL-B34,Gaveler,First Edition,BLUE BLAST,ICE,,135,Aaron Judge,0,
BL-B35,Burrocious,First Edition,BLUE BLAST,ICE,,135,Joe Burrow,0,
BL-B36,Victory,First Edition,BLUE BLAST,ICE,,135,Victor Wembenyama,0,
BL-B37,Shrouded,First Edition,BLUE BLAST,ICE,,130,CJ Stroud,0,
BL-B38,Taze'em,First Edition,BLUE BLAST,ICE,,130,Jayson Tatum,0,
BL-B39,Caliber,First Edition,BLUE BLAST,ICE,,130,Caleb Williams,0,
BL-B40,C.C.,First Edition,BLUE BLAST,ICE,,130,Caitlin Clark,0,
BL-B41,Doublecheck,First Edition,BLUE BLAST,ICE,,130,Aaron Rodgers,0,
BL-B42,Cobra,First Edition,BLUE BLAST,ICE,,125,Kevin Durant,0,
BL-B43,Cruze-Control,First Edition,BLUE BLAST,ICE,,125,Elly De La Cruz,0,
BL-B44,Processor,First Edition,BLUE BLAST,ICE,,125,Joel Embiid,0,
BL-B45,Burner,First Edition,BLUE BLAST,ICE,,125,Jalen Brunson,0,
BL-B46,Cowboy,First Edition,BLUE BLAST,ICE,,125,Corey Seager,0,
BL-B47,Yeti,First Edition,BLUE BLAST,ICE,,120,Travis Kelce,0,
BL-B48,Tattoo,First Edition,BLUE BLAST,ICE,,120,Fernando Tatis Jr.,0,
BL-B49,Superbaby,First Edition,BLUE BLAST,ICE,,120,Rafael Devers,0,
BL-B50,Jeesaw,First Edition,BLUE BLAST,ICE,,120,Najee Harris,0,
BL-B51,Tongue-Twister,First Edition,BLUE BLAST,ICE,,120,Tua Tagovailoa,0,
BL-B52,Halo,First Edition,BLUE BLAST,ICE,,115,Angel Reese,0,
BL-B53,Eagle-Eye,First Edition,BLUE BLAST,ICE,,115,Jalen Hurts,0,
BL-B54,Turntable,First Edition,BLUE BLAST,ICE,,115,Trea Turner,0,
BL-B55,Bandelero,First Edition,BLUE BLAST,ICE,,115,Paolo Banchero,0,
BL-B56,Marverati,First Edition,BLUE BLAST,ICE,,115,Marvin Harrison Jr.,0,
BL-B57,Action,First Edition,BLUE BLAST,ICE,,110,Jackson Holliday,0,
BL-B58,Vampire,First Edition,BLUE BLAST,ICE,,110,Vladimir Guerrero Jr.,0,
BL-B59,Jeeves,First Edition,BLUE BLAST,ICE,,110,Jimmy Butler,0,
BL-B60,Carroller,First Edition,BLUE BLAST,ICE,,110,Corbin Carroll,0,
BL-B61,Draco,First Edition,BLUE BLAST,ICE,,110,Drake Maye,0,
BL-B62,Cha-Ching,First Edition,BLUE BLAST,ICE,,105,Jackson Chourio,0,
BL-B63,Time,First Edition,BLUE BLAST,ICE,,105,Damian Lillard,0,
BL-B64,Fungi,First Edition,BLUE BLAST,ICE,,105,Kawhi Leonard,0,
BL-B65,Wild Beard,First Edition,BLUE BLAST,ICE,,105,James Harden,0,
BL-B66,Shepherd,First Edition,BLUE BLAST,ICE,,105,Ceedee Lamb,0,
BL-B67,Ollie,First Edition,BLUE BLAST,ICE,,100,Matt Olson,0,
BL-B68,Tank,First Edition,BLUE BLAST,ICE,,100,Derrick Henry,0,
BL-B69,Grin,First Edition,BLUE BLAST,ICE,,100,Fracisco Lindor,0,
BL-B70,Bammer,First Edition,BLUE BLAST,ICE,,100,Bam Adebayo,0,
BL-B71,Barreler,First Edition,BLUE BLAST,ICE,,100,Cooper Kupp,0,
BL-B72,Cupid,First Edition,BLUE BLAST,ICE,,95,Jordan Love,0,
BL-B73,Javalanche,First Edition,BLUE BLAST,ICE,,95,Jamal Murray,0,
BL-B74,Bionic,First Edition,BLUE BLAST,ICE,,95,Carlos Correa,0,
BL-B75,Stitcher,First Edition,BLUE BLAST,ICE,,95,Jonathan Taylor,0,
BL-B76,Triple Threat,First Edition,BLUE BLAST,ICE,,95,Lamelo Ball,0,
BL-B77,BoJax,Founding Hero Alpha Update,BLUE BLAST,ICE,,190,Bo Jackson,0,
BL-B78,Magic,Magic Johnson Debut,BLUE BLAST,ICE,,185,Magic Johnson,0,
BL-B79,Emmitt-164,Emmitt Smith Debut,BLUE BLAST,ICE,,185,Emmitt Smith,0,
BL-B80,Marino,Dan Marino Debut,BLUE BLAST,ICE,,185,Dan Marino,0,
BL-B81,"Barry ""Cutback"" Sanders",Barry Sanders Debut,BLUE BLAST,ICE,,185,Barry Sanders,0,
BL-B82,Muggsy,Muggsy Bogues Debut,BLUE BLAST,ICE,,180,Muggsy Bogues,0,
BL-B83,Spudnick,Spudd Webb Debut,BLUE BLAST,ICE,,180,Spudd Webb,0,
BL-B84,The Ironman,Cal Ripkin JR Debut,BLUE BLAST,ICE,,180,Cal Ripkin JR,0,
BL-B85,Peek-A-Boo,Picabo Street Debut,BLUE BLAST,ICE,,180,Picabo Street,0,
BL-B86,Wizard,Ozzie Smith Debut,BLUE BLAST,ICE,,175,Ozzie Smith,0,
BL-B87,Joey Jawz,Joey Chestnut Debut,BLUE BLAST,ICE,,175,Joey Chestnut,0,
BL-B88,Bus,Jerome Bettis Debut,BLUE BLAST,ICE,,175,Jerome Bettis,0,
BL-B89,Chicken Man,Wade Boggs Debut,BLUE BLAST,ICE,,175,Wade Boggs,0,
BL-B90,HowBout'em,Jimmy Johnson Debut,BLUE BLAST,ICE,,175,Jimmy Johnson,0,
BL-B91,Sea-Largent,Steve Largent Debut,BLUE BLAST,ICE,,165,Steve Largent,0,
BL-B92,Howietzer,Howie Long Debut,BLUE BLAST,ICE,,165,Howie Long,0,
BL-B93,Goggles,Eric Dickerson Debut,BLUE BLAST,ICE,,165,Eric Dickerson,0,
BL-B94,Steady Eddie,Eddie George Debut,BLUE BLAST,ICE,,165,Eddie George,0,
BL-B95,X.L.,Xavier Legette Alpha Update,BLUE BLAST,ICE,,165,Xavier Legette,0,
BL-B96,Pet Dog,Ethan Petry Debut,BLUE BLAST,ICE,,165,Ethan Petry,0,
BL-B97,Windmill,Dominique Wilkins Debut,BLUE BLAST,ICE,,165,Dominique Wilkins,0,
BL-B98,Boom,Boomer Esiason Debut,BLUE BLAST,ICE,,165,Boomer Esiason,0,
BL-B99,Cameleon,Cameron Brink Debut,BLUE BLAST,ICE,,165,Cameron Brink,0,
BL-B100,Curaçao Kid,Anduw Jones Debut,BLUE BLAST,ICE,,160,Anduw Jones,0,
BL-B101,Sterling,Sterling Sharpe Debut,BLUE BLAST,ICE,,160,Sterling Sharpe,0,
BL-B102,Caveman,Johnny Damon Debut,BLUE BLAST,ICE,,160,Johnny Damon,0,
BL-B103,Lady Magic,Nancy Lieberman Debut,BLUE BLAST,ICE,,160,Nancy Lieberman,0,
BL-B104,Hoge-Ball,Merril Hoge Debut,BLUE BLAST,ICE,,155,Merril Hoge,0,
BL-B105,InVinceable,Vince Young Debut,BLUE BLAST,ICE,,155,Vince Young,0,
BL-B106,Slash,Kordell Stewart Debut,BLUE BLAST,ICE,,155,Kordell Stewart,0,
BL-B107,Tikoff,Fred Biletnikoff Debut,BLUE BLAST,ICE,,155,Fred Biletnikoff,0,
BL-B108,Bone,Jay Buhner Debut,BLUE BLAST,ICE,,155,Jay Buhner,0,
BL-B109,Kurse,Jevon Kearse Debut,BLUE BLAST,ICE,,150,Jevon Kearse,0,
BL-B110,Deep Freeze,George Gervin Debut,BLUE BLAST,ICE,,150,George Gervin,0,
BL-B111,Woody,Darren Woodson Debut,BLUE BLAST,ICE,,150,Darren Woodson,0,
BL-B112,Coopanova,Cynthia Cooper Debut,BLUE BLAST,ICE,,150,Cynthia Cooper,0,
BL-B113,Hard-Drive,Tim Hardaway Debut,BLUE BLAST,ICE,,150,Tim Hardaway,0,
BL-B114,BuckShot,Buck Showalter Debut,BLUE BLAST,ICE,,150,Buck Showalter,0,
BL-B115,Haymaker,Spencer Haywood Debut,BLUE BLAST,ICE,,150,Spencer Haywood,0,
BL-B116,Tank,Bo Said So,BLUE BLAST,ICE,,185,Derrick Henry,0,
BL-B117,Skeee,First Edition,BLUE BLAST,ICE,,180,Paul Skenes,0,
BL-B118,AJax,First Edition,BLUE BLAST,ICE,,180,A'ja Wilson,0,
BL-B119,LeBoss,First Edition,BLUE BLAST,ICE,,135,Lebron James,0,
BL-B120,Merlomes,First Edition,BLUE BLAST,ICE,,135,Patrick Mahomes,0,
BL-B121,Chosen,First Edition,BLUE BLAST,ICE,,135,Juan Soto,0,
BL-B122,Midas,First Edition,BLUE BLAST,ICE,,135,Steph Curry,0,
BL-B123,Bison,First Edition,BLUE BLAST,ICE,,135,Josh Allen,0,
BL-B124,Wargod,First Edition,BLUE BLAST,ICE,,135,Mike Trout,0,
BL-B125,Donny Buckets,First Edition,BLUE BLAST,ICE,,130,Luka Doncic,0,
BL-B126,Warp,First Edition,BLUE BLAST,ICE,,130,Lamar Jackson,0,
BL-B127,Harpoon,First Edition,BLUE BLAST,ICE,,130,Bryca Harper,0,
BL-B128,Mustang,First Edition,BLUE BLAST,ICE,,130,Nikola Jokic,0,
BL-B129,Jaybird,First Edition,BLUE BLAST,ICE,,130,Jayden Daniels,0,
BL-B130,J-Jetts,First Edition,BLUE BLAST,ICE,,130,Justin Jefferson,0,
BL-B131,Merri-Go-Round,First Edition,BLUE BLAST,ICE,,125,Jackson Marrill,0,
BL-B132,Shystep,First Edition,BLUE BLAST,ICE,,125,Shai Gilgeous-Alexander,0,
BL-B133,Ram,First Edition,BLUE BLAST,ICE,,125,Jose Ramirez,0,
BL-B134,Freakshow,First Edition,BLUE BLAST,ICE,,125,Giannis Anteokounmpo,0,
BL-B135,Lightningrod,First Edition,BLUE BLAST,ICE,,125,Julio Rodriguez,0,
BL-B136,Bayou,First Edition,BLUE BLAST,ICE,,125,Ja'marr Chase,0,
BL-B137,McArmyKnife,First Edition,BLUE BLAST,ICE,,120,Christian McCaffrey,0,
BL-B138,Tigre,First Edition,BLUE BLAST,ICE,,120,Miguel Cabrera,0,
BL-B139,Cheetah,First Edition,BLUE BLAST,ICE,,120,Tyreek Hill,0,
BL-B140,Spider,First Edition,BLUE BLAST,ICE,,120,Donovan Mitchell,0,
BL-B141,Crews-Missle,First Edition,BLUE BLAST,ICE,,120,Dylan Crews,0,
BL-B142,Unibrow,First Edition,BLUE BLAST,ICE,,120,Anthony Davis,0,
BL-B143,Exterminaber,First Edition,BLUE BLAST,ICE,,115,Malik Nabers,0,
BL-B144,Bomber,First Edition,BLUE BLAST,ICE,,115,Jordan Alvarez,0,
BL-B145,Juice,First Edition,BLUE BLAST,ICE,,115,Jaylen Brown,0,
BL-B146,Attak,First Edition,BLUE BLAST,ICE,,115,Dak Prescott,0,
BL-B147,ChetMate,First Edition,BLUE BLAST,ICE,,115,Chet Holmgren,0,
BL-B148,Phoenix,First Edition,BLUE BLAST,ICE,,115,Bo Nix,0,
BL-B149,Lieutenant,First Edition,BLUE BLAST,ICE,,110,Dansby Swanson,0,
BL-B150,Snowbear,First Edition,BLUE BLAST,ICE,,110,Pete Alonso,0,
BL-B151,Boltage,First Edition,BLUE BLAST,ICE,,110,Justin Herbert,0,
BL-B152,Librarian,First Edition,BLUE BLAST,ICE,,110,Devin Booker,0,
BL-B153,Aeronaut,First Edition,BLUE BLAST,ICE,,110,Nolan Arenado,0,
BL-B154,Sabotage,First Edition,BLUE BLAST,ICE,,110,Domantas Sabonis,0,
BL-B155,Mic'd Up,First Edition,BLUE BLAST,ICE,,105,MIke Evans,0,
BL-B156,Jambox,First Edition,BLUE BLAST,ICE,,105,Ja Morant,0,
BL-B157,Simon Says,First Edition,BLUE BLAST,ICE,,105,Anfernee Simons,0,
BL-B158,Mr. Irrelevant,First Edition,BLUE BLAST,ICE,,105,Brock Purdy,0,
BL-B159,Pantera,First Edition,BLUE BLAST,ICE,,105,Luis Robert Jr,0,
BL-B160,Rockstar,First Edition,BLUE BLAST,ICE,,105,Jazz Chisholm,0,
BL-B161,Big-Z,First Edition,BLUE BLAST,ICE,,100,Zion Williamson,0,
BL-B162,Clutch,First Edition,BLUE BLAST,ICE,,100,Andrew McCutchen,0,
BL-B163,PukaDot,First Edition,BLUE BLAST,ICE,,100,Puka Nacua,0,
BL-B164,Sprinkler,First Edition,BLUE BLAST,ICE,,100,Luis Arraez,0,
BL-B165,Foxhole,First Edition,BLUE BLAST,ICE,,100,De'Aaron Fox,0,
BL-B166,Thomstone,First Edition,BLUE BLAST,ICE,,100,Brian Thomas Jr,0,
BL-B167,Botto,First Edition,BLUE BLAST,ICE,,95,Joey Votto,0,
BL-B168,Lawman,First Edition,BLUE BLAST,ICE,,95,Trevor Lawrence,0,
BL-B169,Barnacle,First Edition,BLUE BLAST,ICE,,95,Scottie Barnes,0,
BL-B170,Laviathan,First Edition,BLUE BLAST,ICE,,95,Zach Lavine,0,
BL-B171,Breeze,First Edition,BLUE BLAST,ICE,,95,Breece Hall,0,
BL-B172,Gravedigger,First Edition,BLUE BLAST,ICE,,95,Stefon Diggs,0,
BL-B173,D-Hop,First Edition,BLUE BLAST,ICE,,90,Deandre Hopkins,0,
BL-B174,Alien,First Edition,BLUE BLAST,ICE,,90,CJ Abrams,0,
BL-B175,Portalize,First Edition,BLUE BLAST,ICE,,90,Sam Laporta,0,
BL-B176,Torque,First Edition,BLUE BLAST,ICE,,90,Spencer Torkelson,0,
BL-B177,Risarcher,First Edition,BLUE BLAST,ICE,,90,Zaccharie Risacher,0,
BL-B178,Sarrtillery,First Edition,BLUE BLAST,ICE,,90,Alexandre Sarr,0,
Billy-26,Billy,First Edition,BLUE BLAST,ICE,,185,Billy the Pug,0,
CJ-26,CJ Maddux,First Edition,BLUE BLAST,ICE,,185,CJ Maddux,0,
BL-SK4,Bombeezy,Emillio Estevez Debut,BLUE BLAST,ICE,,185,Emillio Estevez,0,
BL-O1,Bojax,Founding Hero,ORANGE BLAST,FIRE,,190,Bo Jackson,0,
BL-O2,A.I.,Allen Iverson Debut,ORANGE BLAST,FIRE,,185,Allen Iverson,0,
BL-O3,Young-Gunner,Steve Young Debut,ORANGE BLAST,FIRE,,185,Steve Young,0,
BL-O4,Leducky,Brandi Chastain Debut,ORANGE BLAST,FIRE,,185,Katie Ledecky,0,
BL-O5,Boz,Brian Bosworth Debut,ORANGE BLAST,FIRE,,180,Brian Bosworth,0,
BL-O6,Cruschman,Adley Rutshman Debut,ORANGE BLAST,FIRE,,180,Adley Rutschman,0,
BL-O7,Allenwrench,Marcus Allen Debut,ORANGE BLAST,FIRE,,180,Marcus Allen,0,
BL-O8,Star-Bach,Roger Staubach Debut,ORANGE BLAST,FIRE,,175,Roger Staubach,0,
BL-O9,Grand-Ma-Ma,Larry Johnson Debut,ORANGE BLAST,FIRE,,175,Larry Johnson,0,
BL-O10,Amon-Ra,Amon-Ra St. Brown Debut,ORANGE BLAST,FIRE,,175,Amon-Ra St. Brown,0,
BL-O11,Waddler,Jaylen Waddle Debut,ORANGE BLAST,FIRE,,165,Jaylen Waddle,0,
BL-O12,Donnie Baseball,Don Mattingly Debut,ORANGE BLAST,FIRE,,165,Don Mattingly,0,
BL-O13,Boshpit,Chris Bosh Debut,ORANGE BLAST,FIRE,,165,Chris Bosh,0,
BL-O14,Thurmanator,Thuman Thomas Debut,ORANGE BLAST,FIRE,,160,Thurman Thomas,0,
BL-O15,Flutie,Doug Flutie Debut,ORANGE BLAST,FIRE,,160,Doug Flutie,0,
BL-O16,Green-Machine,Jalen Green Debut,ORANGE BLAST,FIRE,,160,Jalen Green,0,
BL-O17,KAT,Karl-Anthony Towns Debut,ORANGE BLAST,FIRE,,160,Karl-Anthony Towns,0,
BL-O18,Mean-Joe,Joe Greene Debut,ORANGE BLAST,FIRE,,160,Mean Joe Greene,0,
BL-O19,Chief,Robert Parish Debut,ORANGE BLAST,FIRE,,160,Robert Parish,0,
BL-O20,Thrill,Will Clark Debut,ORANGE BLAST,FIRE,,155,Will Clark,0,
BL-O21,Frostebite,Trae Young Debut,ORANGE BLAST,FIRE,,155,Trae Young,0,
BL-O22,Blockhale,Kevin McHale Debut,ORANGE BLAST,FIRE,,155,Kevin Mchale,0,
BL-O23,Timmy,Tim Brown Debut,ORANGE BLAST,FIRE,,155,Tim Brown,0,
BL-O24,Palmer,Jim Palmer Debut,ORANGE BLAST,FIRE,,155,Jim Palmer,0,
BL-O25,Thighs Man,Joe Theisman,ORANGE BLAST,FIRE,,155,Joe Theismann,0,
BL-O26,Rodder,Rod Smith Debut,ORANGE BLAST,FIRE,,150,Rod Smith,0,
BL-O27,Awesome Dawson,Andre Dawson Debut,ORANGE BLAST,FIRE,,150,Andre Dawson,0,
BL-O28,Line-Art,Matt Leinart Debut,ORANGE BLAST,FIRE,,150,Matt Leinart,0,
BL-O29,Swoopes,Sheryl Swoopes Debut,ORANGE BLAST,FIRE,,150,Sheryl Swoopes,0,
BL-O30,Smoke,Dave Stewart Debut,ORANGE BLAST,FIRE,,150,Dave Stewart,0,
BL-O31,Man of Steal,Vince Coleman Debut,ORANGE BLAST,FIRE,,150,Vince Coleman,0,
BL-O32,Showtime,First Edition,ORANGE BLAST,FIRE,,135,Shohei Ohtani,0,
BL-O33,Matata,First Edition,ORANGE BLAST,FIRE,,135,Ronald Acuna Jr.,0,
BL-O34,Gaveler,First Edition,ORANGE BLAST,FIRE,,135,Aaron Judge,0,
BL-O35,Burrocious,First Edition,ORANGE BLAST,FIRE,,135,Joe Burrow,0,
BL-O36,Victory,First Edition,ORANGE BLAST,FIRE,,135,Victor Wembenyama,0,
BL-O37,Shrouded,First Edition,ORANGE BLAST,FIRE,,130,CJ Stroud,0,
BL-O38,Taze'em,First Edition,ORANGE BLAST,FIRE,,130,Jayson Tatum,0,
BL-O39,Caliber,First Edition,ORANGE BLAST,FIRE,,130,Caleb Williams,0,
BL-O40,C.C.,First Edition,ORANGE BLAST,FIRE,,130,Caitlin Clark,0,
BL-O41,Doublecheck,First Edition,ORANGE BLAST,FIRE,,130,Aaron Rodgers,0,
BL-O42,Cobra,First Edition,ORANGE BLAST,FIRE,,125,Kevin Durant,0,
BL-O43,Cruze-Control,First Edition,ORANGE BLAST,FIRE,,125,Elly De La Cruz,0,
BL-O44,Processor,First Edition,ORANGE BLAST,FIRE,,125,Joel Embiid,0,
BL-O45,Burner,First Edition,ORANGE BLAST,FIRE,,125,Jalen Brunson,0,
BL-O46,Cowboy,First Edition,ORANGE BLAST,FIRE,,125,Corey Seager,0,
BL-O47,Yeti,First Edition,ORANGE BLAST,FIRE,,120,Travis Kelce,0,
BL-O48,Tattoo,First Edition,ORANGE BLAST,FIRE,,120,Fernando Tatis Jr.,0,
BL-O49,Superbaby,First Edition,ORANGE BLAST,FIRE,,120,Rafael Devers,0,
BL-O50,Jeesaw,First Edition,ORANGE BLAST,FIRE,,120,Najee Harris,0,
BL-O51,Tongue-Twister,First Edition,ORANGE BLAST,FIRE,,120,Tua Tagovailoa,0,
BL-O52,Halo,First Edition,ORANGE BLAST,FIRE,,115,Angel Reese,0,
BL-O53,Eagle-Eye,First Edition,ORANGE BLAST,FIRE,,115,Jalen Hurts,0,
BL-O54,Turntable,First Edition,ORANGE BLAST,FIRE,,115,Trea Turner,0,
BL-O55,Bandelero,First Edition,ORANGE BLAST,FIRE,,115,Paolo Banchero,0,
BL-O56,Marverati,First Edition,ORANGE BLAST,FIRE,,115,Marvin Harrison Jr.,0,
BL-O57,Action,First Edition,ORANGE BLAST,FIRE,,110,Jackson Holliday,0,
BL-O58,Vampire,First Edition,ORANGE BLAST,FIRE,,110,Vladimir Guerrero Jr.,0,
BL-O59,Jeeves,First Edition,ORANGE BLAST,FIRE,,110,Jimmy Butler,0,
BL-O60,Carroller,First Edition,ORANGE BLAST,FIRE,,110,Corbin Carroll,0,
BL-O61,Draco,First Edition,ORANGE BLAST,FIRE,,110,Drake Maye,0,
BL-O62,Cha-Ching,First Edition,ORANGE BLAST,FIRE,,105,Jackson Chourio,0,
BL-O63,Time,First Edition,ORANGE BLAST,FIRE,,105,Damian Lillard,0,
BL-O64,Fungi,First Edition,ORANGE BLAST,FIRE,,105,Kawhi Leonard,0,
BL-O65,Wild Beard,First Edition,ORANGE BLAST,FIRE,,105,James Harden,0,
BL-O66,Shepherd,First Edition,ORANGE BLAST,FIRE,,105,Ceedee Lamb,0,
BL-O67,Ollie,First Edition,ORANGE BLAST,FIRE,,100,Matt Olson,0,
BL-O68,Tank,First Edition,ORANGE BLAST,FIRE,,100,Derrick Henry,0,
BL-O69,Grin,First Edition,ORANGE BLAST,FIRE,,100,Fracisco Lindor,0,
BL-O70,Bammer,First Edition,ORANGE BLAST,FIRE,,100,Bam Adebayo,0,
BL-O71,Barreler,First Edition,ORANGE BLAST,FIRE,,100,Cooper Kupp,0,
BL-O72,Cupid,First Edition,ORANGE BLAST,FIRE,,95,Jordan Love,0,
BL-O73,Javalanche,First Edition,ORANGE BLAST,FIRE,,95,Jamal Murray,0,
BL-O74,Bionic,First Edition,ORANGE BLAST,FIRE,,95,Carlos Correa,0,
BL-O75,Stitcher,First Edition,ORANGE BLAST,FIRE,,95,Jonathan Taylor,0,
BL-O76,Triple Threat,First Edition,ORANGE BLAST,FIRE,,95,Lamelo Ball,0,
BL-O77,BoJax,Founding Hero Alpha Update,ORANGE BLAST,FIRE,,190,Bo Jackson,0,
BL-O78,Magic,Magic Johnson Debut,ORANGE BLAST,FIRE,,185,Magic Johnson,0,
BL-O79,Emmitt-164,Emmitt Smith Debut,ORANGE BLAST,FIRE,,185,Emmitt Smith,0,
BL-O80,Marino,Dan Marino Debut,ORANGE BLAST,FIRE,,185,Dan Marino,0,
BL-O81,"Barry ""Cutback"" Sanders",Barry Sanders Debut,ORANGE BLAST,FIRE,,185,Barry Sanders,0,
BL-O82,Muggsy,Muggsy Bogues Debut,ORANGE BLAST,FIRE,,180,Muggsy Bogues,0,
BL-O83,Spudnick,Spudd Webb Debut,ORANGE BLAST,FIRE,,180,Spudd Webb,0,
BL-O84,The Ironman,Cal Ripkin JR Debut,ORANGE BLAST,FIRE,,180,Cal Ripkin JR,0,
BL-O85,Peek-A-Boo,Picabo Street Debut,ORANGE BLAST,FIRE,,180,Picabo Street,0,
BL-O86,Wizard,Ozzie Smith Debut,ORANGE BLAST,FIRE,,175,Ozzie Smith,0,
BL-O87,Joey Jawz,Joey Chestnut Debut,ORANGE BLAST,FIRE,,175,Joey Chestnut,0,
BL-O88,Bus,Jerome Bettis Debut,ORANGE BLAST,FIRE,,175,Jerome Bettis,0,
BL-O89,Chicken Man,Wade Boggs Debut,ORANGE BLAST,FIRE,,175,Wade Boggs,0,
BL-O90,HowBout'em,Jimmy Johnson Debut,ORANGE BLAST,FIRE,,175,Jimmy Johnson,0,
BL-O91,Sea-Largent,Steve Largent Debut,ORANGE BLAST,FIRE,,165,Steve Largent,0,
BL-O92,Howietzer,Howie Long Debut,ORANGE BLAST,FIRE,,165,Howie Long,0,
BL-O93,Goggles,Eric Dickerson Debut,ORANGE BLAST,FIRE,,165,Eric Dickerson,0,
BL-O94,Steady Eddie,Eddie George Debut,ORANGE BLAST,FIRE,,165,Eddie George,0,
BL-O95,X.L.,Xavier Legette Alpha Update,ORANGE BLAST,FIRE,,165,Xavier Legette,0,
BL-O96,Pet Dog,Ethan Petry Debut,ORANGE BLAST,FIRE,,165,Ethan Petry,0,
BL-O97,Windmill,Dominique Wilkins Debut,ORANGE BLAST,FIRE,,165,Dominique Wilkins,0,
BL-O98,Boom,Boomer Esiason Debut,ORANGE BLAST,FIRE,,165,Boomer Esiason,0,
BL-O99,Cameleon,Cameron Brink Debut,ORANGE BLAST,FIRE,,165,Cameron Brink,0,
BL-O100,Curaçao Kid,Anduw Jones Debut,ORANGE BLAST,FIRE,,160,Anduw Jones,0,
BL-O101,Sterling,Sterling Sharpe Debut,ORANGE BLAST,FIRE,,160,Sterling Sharpe,0,
BL-O102,Caveman,Johnny Damon Debut,ORANGE BLAST,FIRE,,160,Johnny Damon,0,
BL-O103,Lady Magic,Nancy Lieberman Debut,ORANGE BLAST,FIRE,,160,Nancy Lieberman,0,
BL-O104,Hoge-Ball,Merril Hoge Debut,ORANGE BLAST,FIRE,,155,Merril Hoge,0,
BL-O105,InVinceable,Vince Young Debut,ORANGE BLAST,FIRE,,155,Vince Young,0,
BL-O106,Slash,Kordell Stewart Debut,ORANGE BLAST,FIRE,,155,Kordell Stewart,0,
BL-O107,Tikoff,Fred Biletnikoff Debut,ORANGE BLAST,FIRE,,155,Fred Biletnikoff,0,
BL-O108,Bone,Jay Buhner Debut,ORANGE BLAST,FIRE,,155,Jay Buhner,0,
BL-O109,Kurse,Jevon Kearse Debut,ORANGE BLAST,FIRE,,150,Jevon Kearse,0,
BL-O110,Deep Freeze,George Gervin Debut,ORANGE BLAST,FIRE,,150,George Gervin,0,
BL-O111,Woody,Darren Woodson Debut,ORANGE BLAST,FIRE,,150,Darren Woodson,0,
BL-O112,Coopanova,Cynthia Cooper Debut,ORANGE BLAST,FIRE,,150,Cynthia Cooper,0,
BL-O113,Hard-Drive,Tim Hardaway Debut,ORANGE BLAST,FIRE,,150,Tim Hardaway,0,
BL-O114,BuckShot,Buck Showalter Debut,ORANGE BLAST,FIRE,,150,Buck Showalter,0,
BL-O115,Haymaker,Spencer Haywood Debut,ORANGE BLAST,FIRE,,150,Spencer Haywood,0,
BL-O116,Tank,Bo Said So,ORANGE BLAST,FIRE,,185,Derrick Henry,0,
BL-O117,Skeee,First Edition,ORANGE BLAST,FIRE,,180,Paul Skenes,0,
BL-O118,AJax,First Edition,ORANGE BLAST,FIRE,,180,A'ja Wilson,0,
BL-O119,LeBoss,First Edition,ORANGE BLAST,FIRE,,135,Lebron James,0,
BL-O120,Merlomes,First Edition,ORANGE BLAST,FIRE,,135,Patrick Mahomes,0,
BL-O121,Chosen,First Edition,ORANGE BLAST,FIRE,,135,Juan Soto,0,
BL-O122,Midas,First Edition,ORANGE BLAST,FIRE,,135,Steph Curry,0,
BL-O123,Bison,First Edition,ORANGE BLAST,FIRE,,135,Josh Allen,0,
BL-O124,Wargod,First Edition,ORANGE BLAST,FIRE,,135,Mike Trout,0,
BL-O125,Donny Buckets,First Edition,ORANGE BLAST,FIRE,,130,Luka Doncic,0,
BL-O126,Warp,First Edition,ORANGE BLAST,FIRE,,130,Lamar Jackson,0,
BL-O127,Harpoon,First Edition,ORANGE BLAST,FIRE,,130,Bryca Harper,0,
BL-O128,Mustang,First Edition,ORANGE BLAST,FIRE,,130,Nikola Jokic,0,
BL-O129,Jaybird,First Edition,ORANGE BLAST,FIRE,,130,Jayden Daniels,0,
BL-O130,J-Jetts,First Edition,ORANGE BLAST,FIRE,,130,Justin Jefferson,0,
BL-O131,Merri-Go-Round,First Edition,ORANGE BLAST,FIRE,,125,Jackson Marrill,0,
