Card #,Hero,Variation,Treatment,Weapon,Notation,Power,Athlete Inspiration,Play Cost,Play Ability
RAD-158,Matata,First Edition,80's Rad Battlefoil,Fire,SP,135,Ronald Acuna Jr.,0,
RAD-159,Matata,First Edition,80's Rad Battlefoil,Ice,SP,135,Ronald Acuna Jr.,0,
RAD-160,Matata,First Edition,80's Rad Battlefoil,Steel,SP,130,Ronald Acuna Jr.,0,
RAD-161,Gaveler,First Edition,80's Rad Battlefoil,Hex,SP,185,Aaron Judge,0,
RAD-162,Gaveler,First Edition,80's Rad Battlefoil,GLOW,SP,140,Aaron Judge,0,
RAD-163,Gaveler,First Edition,80's Rad Battlefoil,Fire,SP,135,Aaron Judge,0,
RAD-164,Gaveler,First Edition,80's Rad Battlefoil,Ice,SP,135,Aaron Judge,0,
RAD-165,Gaveler,First Edition,80's Rad Battlefoil,Steel,SP,130,Aaron Judge,0,
RAD-166,Burrocious,First Edition,80's Rad Battlefoil,Hex,SP,185,Joe Burrow,0,
RAD-167,Burrocious,First Edition,80's Rad Battlefoil,GLOW,SP,140,Joe Burrow,0,
RAD-168,Burrocious,First Edition,80's Rad Battlefoil,Fire,SP,135,Joe Burrow,0,
RAD-169,Burrocious,First Edition,80's Rad Battlefoil,Ice,SP,135,Joe Burrow,0,
RAD-170,Burrocious,First Edition,80's Rad Battlefoil,Steel,SP,130,Joe Burrow,0,
RAD-171,Victory,First Edition,80's Rad Battlefoil,Hex,SP,185,Victor Wembenyama,0,
RAD-172,Victory,First Edition,80's Rad Battlefoil,GLOW,SP,140,Victor Wembenyama,0,
RAD-173,Victory,First Edition,80's Rad Battlefoil,Fire,SP,135,Victor Wembenyama,0,
RAD-174,Victory,First Edition,80's Rad Battlefoil,Ice,SP,135,Victor Wembenyama,0,
RAD-175,Victory,First Edition,80's Rad Battlefoil,Steel,SP,130,Victor Wembenyama,0,
RAD-176,Shrouded,First Edition,80's Rad Battlefoil,Hex,SP,180,CJ Stroud,0,
RAD-177,Shrouded,First Edition,80's Rad Battlefoil,GLOW,SP,135,CJ Stroud,0,
RAD-178,Shrouded,First Edition,80's Rad Battlefoil,Fire,SP,130,CJ Stroud,0,
RAD-179,Shrouded,First Edition,80's Rad Battlefoil,Ice,SP,130,CJ Stroud,0,
RAD-180,Shrouded,First Edition,80's Rad Battlefoil,Steel,SP,125,CJ Stroud,0,
RAD-181,Taze'em,First Edition,80's Rad Battlefoil,Hex,SP,180,Jayson Tatum,0,
RAD-182,Taze'em,First Edition,80's Rad Battlefoil,GLOW,SP,135,Jayson Tatum,0,
RAD-183,Taze'em,First Edition,80's Rad Battlefoil,Fire,SP,130,Jayson Tatum,0,
RAD-184,Taze'em,First Edition,80's Rad Battlefoil,Ice,SP,130,Jayson Tatum,0,
RAD-185,Taze'em,First Edition,80's Rad Battlefoil,Steel,SP,125,Jayson Tatum,0,
RAD-186,Caliber,First Edition,80's Rad Battlefoil,Hex,SP,180,Caleb Williams,0,
RAD-187,Caliber,First Edition,80's Rad Battlefoil,GLOW,SP,135,Caleb Williams,0,
RAD-188,Caliber,First Edition,80's Rad Battlefoil,Fire,SP,130,Caleb Williams,0,
RAD-189,Caliber,First Edition,80's Rad Battlefoil,Ice,SP,130,Caleb Williams,0,
RAD-190,Caliber,First Edition,80's Rad Battlefoil,Steel,SP,125,Caleb Williams,0,
RAD-191,C.C.,First Edition,80's Rad Battlefoil,Hex,SP,180,Caitlin Clark,0,
RAD-192,C.C.,First Edition,80's Rad Battlefoil,GLOW,SP,135,Caitlin Clark,0,
RAD-193,C.C.,First Edition,80's Rad Battlefoil,Fire,SP,130,Caitlin Clark,0,
RAD-194,C.C.,First Edition,80's Rad Battlefoil,Ice,SP,130,Caitlin Clark,0,
RAD-195,C.C.,First Edition,80's Rad Battlefoil,Steel,SP,125,Caitlin Clark,0,
RAD-196,Doublecheck,First Edition,80's Rad Battlefoil,Hex,SP,180,Aaron Rodgers,0,
RAD-197,Doublecheck,First Edition,80's Rad Battlefoil,GLOW,SP,135,Aaron Rodgers,0,
RAD-198,Doublecheck,First Edition,80's Rad Battlefoil,Fire,SP,130,Aaron Rodgers,0,
RAD-199,Doublecheck,First Edition,80's Rad Battlefoil,Ice,SP,130,Aaron Rodgers,0,
RAD-200,Doublecheck,First Edition,80's Rad Battlefoil,Steel,SP,125,Aaron Rodgers,0,
RAD-201,Cobra,First Edition,80's Rad Battlefoil,Hex,SP,175,Kevin Durant,0,
RAD-202,Cobra,First Edition,80's Rad Battlefoil,GLOW,SP,130,Kevin Durant,0,
RAD-203,Cobra,First Edition,80's Rad Battlefoil,Fire,SP,125,Kevin Durant,0,
RAD-204,Cobra,First Edition,80's Rad Battlefoil,Ice,SP,125,Kevin Durant,0,
RAD-205,Cobra,First Edition,80's Rad Battlefoil,Steel,SP,120,Kevin Durant,0,
RAD-206,Cruze-Control,First Edition,80's Rad Battlefoil,Hex,SP,175,Elly De La Cruz,0,
RAD-207,Cruze-Control,First Edition,80's Rad Battlefoil,GLOW,SP,130,Elly De La Cruz,0,
RAD-208,Cruze-Control,First Edition,80's Rad Battlefoil,Fire,SP,125,Elly De La Cruz,0,
RAD-209,Cruze-Control,First Edition,80's Rad Battlefoil,Ice,SP,125,Elly De La Cruz,0,
RAD-210,Cruze-Control,First Edition,80's Rad Battlefoil,Steel,SP,120,Elly De La Cruz,0,
RAD-211,Processor,First Edition,80's Rad Battlefoil,Hex,SP,175,Joel Embiid,0,
RAD-212,Processor,First Edition,80's Rad Battlefoil,GLOW,SP,130,Joel Embiid,0,
RAD-213,Processor,First Edition,80's Rad Battlefoil,Fire,SP,125,Joel Embiid,0,
RAD-214,Processor,First Edition,80's Rad Battlefoil,Ice,SP,125,Joel Embiid,0,
RAD-215,Processor,First Edition,80's Rad Battlefoil,Steel,SP,120,Joel Embiid,0,
RAD-216,Burner,First Edition,80's Rad Battlefoil,Hex,SP,175,Jalen Brunson,0,
RAD-217,Burner,First Edition,80's Rad Battlefoil,GLOW,SP,130,Jalen Brunson,0,
RAD-218,Burner,First Edition,80's Rad Battlefoil,Fire,SP,125,Jalen Brunson,0,
RAD-219,Burner,First Edition,80's Rad Battlefoil,Ice,SP,125,Jalen Brunson,0,
RAD-220,Burner,First Edition,80's Rad Battlefoil,Steel,SP,120,Jalen Brunson,0,
RAD-221,Cowboy,First Edition,80's Rad Battlefoil,Hex,SP,175,Corey Seager,0,
RAD-222,Cowboy,First Edition,80's Rad Battlefoil,GLOW,SP,130,Corey Seager,0,
RAD-223,Cowboy,First Edition,80's Rad Battlefoil,Fire,SP,125,Corey Seager,0,
RAD-224,Cowboy,First Edition,80's Rad Battlefoil,Ice,SP,125,Corey Seager,0,
RAD-225,Cowboy,First Edition,80's Rad Battlefoil,Steel,SP,120,Corey Seager,0,
RAD-226,Yeti,First Edition,80's Rad Battlefoil,Hex,SP,170,Travis Kelce,0,
RAD-227,Yeti,First Edition,80's Rad Battlefoil,GLOW,SP,125,Travis Kelce,0,
RAD-228,Yeti,First Edition,80's Rad Battlefoil,Fire,SP,120,Travis Kelce,0,
RAD-229,Yeti,First Edition,80's Rad Battlefoil,Ice,SP,120,Travis Kelce,0,
RAD-230,Yeti,First Edition,80's Rad Battlefoil,Steel,SP,115,Travis Kelce,0,
RAD-231,Tattoo,First Edition,80's Rad Battlefoil,Hex,SP,170,Fernando Tatís Jr.,0,
RAD-232,Tattoo,First Edition,80's Rad Battlefoil,GLOW,SP,125,Fernando Tatís Jr.,0,
RAD-233,Tattoo,First Edition,80's Rad Battlefoil,Fire,SP,120,Fernando Tatís Jr.,0,
RAD-234,Tattoo,First Edition,80's Rad Battlefoil,Ice,SP,120,Fernando Tatís Jr.,0,
RAD-235,Tattoo,First Edition,80's Rad Battlefoil,Steel,SP,115,Fernando Tatís Jr.,0,
RAD-236,Superbaby,First Edition,80's Rad Battlefoil,Hex,SP,170,Rafael Devers,0,
RAD-237,Superbaby,First Edition,80's Rad Battlefoil,GLOW,SP,125,Rafael Devers,0,
RAD-238,Superbaby,First Edition,80's Rad Battlefoil,Fire,SP,120,Rafael Devers,0,
RAD-239,Superbaby,First Edition,80's Rad Battlefoil,Ice,SP,120,Rafael Devers,0,
RAD-240,Superbaby,First Edition,80's Rad Battlefoil,Steel,SP,115,Rafael Devers,0,
RAD-241,Jeesaw,First Edition,80's Rad Battlefoil,Hex,SP,170,Najee Harris,0,
RAD-242,Jeesaw,First Edition,80's Rad Battlefoil,GLOW,SP,125,Najee Harris,0,
RAD-243,Jeesaw,First Edition,80's Rad Battlefoil,Fire,SP,120,Najee Harris,0,
RAD-244,Jeesaw,First Edition,80's Rad Battlefoil,Ice,SP,120,Najee Harris,0,
RAD-245,Jeesaw,First Edition,80's Rad Battlefoil,Steel,SP,115,Najee Harris,0,
RAD-246,Tongue-Twister,First Edition,80's Rad Battlefoil,Hex,SP,170,Tua Tagovailoa,0,
RAD-247,Tongue-Twister,First Edition,80's Rad Battlefoil,GLOW,SP,125,Tua Tagovailoa,0,
RAD-248,Tongue-Twister,First Edition,80's Rad Battlefoil,Fire,SP,120,Tua Tagovailoa,0,
RAD-249,Tongue-Twister,First Edition,80's Rad Battlefoil,Ice,SP,120,Tua Tagovailoa,0,
RAD-250,Tongue-Twister,First Edition,80's Rad Battlefoil,Steel,SP,115,Tua Tagovailoa,0,
RAD-251,Halo,First Edition,80's Rad Battlefoil,Hex,SP,165,Angel Reese,0,
RAD-252,Halo,First Edition,80's Rad Battlefoil,GLOW,SP,120,Angel Reese,0,
RAD-253,Halo,First Edition,80's Rad Battlefoil,Fire,SP,115,Angel Reese,0,
RAD-254,Halo,First Edition,80's Rad Battlefoil,Ice,SP,115,Angel Reese,0,
RAD-255,Halo,First Edition,80's Rad Battlefoil,Steel,SP,110,Angel Reese,0,
RAD-256,Eagle-Eye,First Edition,80's Rad Battlefoil,Hex,SP,165,Jalen Hurts,0,
RAD-257,Eagle-Eye,First Edition,80's Rad Battlefoil,GLOW,SP,120,Jalen Hurts,0,
RAD-258,Eagle-Eye,First Edition,80's Rad Battlefoil,Fire,SP,115,Jalen Hurts,0,
RAD-259,Eagle-Eye,First Edition,80's Rad Battlefoil,Ice,SP,115,Jalen Hurts,0,
RAD-260,Eagle-Eye,First Edition,80's Rad Battlefoil,Steel,SP,110,Jalen Hurts,0,
RAD-261,Turntable,First Edition,80's Rad Battlefoil,Hex,SP,165,Trea Turner,0,
RAD-262,Turntable,First Edition,80's Rad Battlefoil,GLOW,SP,120,Trea Turner,0,
RAD-263,Turntable,First Edition,80's Rad Battlefoil,Fire,SP,115,Trea Turner,0,
RAD-264,Turntable,First Edition,80's Rad Battlefoil,Ice,SP,115,Trea Turner,0,
RAD-265,Turntable,First Edition,80's Rad Battlefoil,Steel,SP,110,Trea Turner,0,
RAD-266,Bandelero,First Edition,80's Rad Battlefoil,Hex,SP,165,Paolo Banchero,0,
RAD-267,Bandelero,First Edition,80's Rad Battlefoil,GLOW,SP,120,Paolo Banchero,0,
RAD-268,Bandelero,First Edition,80's Rad Battlefoil,Fire,SP,115,Paolo Banchero,0,
RAD-269,Bandelero,First Edition,80's Rad Battlefoil,Ice,SP,115,Paolo Banchero,0,
RAD-270,Bandelero,First Edition,80's Rad Battlefoil,Steel,SP,110,Paolo Banchero,0,
RAD-271,Marverati,First Edition,80's Rad Battlefoil,Hex,SP,165,Marvin Harrison Jr.,0,
RAD-272,Marverati,First Edition,80's Rad Battlefoil,GLOW,SP,120,Marvin Harrison Jr.,0,
RAD-273,Marverati,First Edition,80's Rad Battlefoil,Fire,SP,115,Marvin Harrison Jr.,0,
RAD-274,Marverati,First Edition,80's Rad Battlefoil,Ice,SP,115,Marvin Harrison Jr.,0,
RAD-275,Marverati,First Edition,80's Rad Battlefoil,Steel,SP,110,Marvin Harrison Jr.,0,
RAD-276,Action,First Edition,80's Rad Battlefoil,Hex,SP,160,Jackson Holliday,0,
RAD-277,Action,First Edition,80's Rad Battlefoil,GLOW,SP,115,Jackson Holliday,0,
RAD-278,Action,First Edition,80's Rad Battlefoil,Fire,SP,110,Jackson Holliday,0,
RAD-279,Action,First Edition,80's Rad Battlefoil,Ice,SP,110,Jackson Holliday,0,
RAD-280,Action,First Edition,80's Rad Battlefoil,Steel,SP,105,Jackson Holliday,0,
RAD-281,Vampire,First Edition,80's Rad Battlefoil,Hex,SP,160,Vladimir Guerrero Jr.,0,
RAD-282,Vampire,First Edition,80's Rad Battlefoil,GLOW,SP,115,Vladimir Guerrero Jr.,0,
RAD-283,Vampire,First Edition,80's Rad Battlefoil,Fire,SP,110,Vladimir Guerrero Jr.,0,
RAD-284,Vampire,First Edition,80's Rad Battlefoil,Ice,SP,110,Vladimir Guerrero Jr.,0,
RAD-285,Vampire,First Edition,80's Rad Battlefoil,Steel,SP,105,Vladimir Guerrero Jr.,0,
RAD-286,Jeeves,First Edition,80's Rad Battlefoil,Hex,SP,160,Jimmy Butler,0,
RAD-287,Jeeves,First Edition,80's Rad Battlefoil,GLOW,SP,115,Jimmy Butler,0,
RAD-288,Jeeves,First Edition,80's Rad Battlefoil,Fire,SP,110,Jimmy Butler,0,
RAD-289,Jeeves,First Edition,80's Rad Battlefoil,Ice,SP,110,Jimmy Butler,0,
RAD-290,Jeeves,First Edition,80's Rad Battlefoil,Steel,SP,105,Jimmy Butler,0,
RAD-291,Carroller,First Edition,80's Rad Battlefoil,Hex,SP,160,Corbin Carroll,0,
RAD-292,Carroller,First Edition,80's Rad Battlefoil,GLOW,SP,115,Corbin Carroll,0,
RAD-293,Carroller,First Edition,80's Rad Battlefoil,Fire,SP,110,Corbin Carroll,0,
RAD-294,Carroller,First Edition,80's Rad Battlefoil,Ice,SP,110,Corbin Carroll,0,
RAD-295,Carroller,First Edition,80's Rad Battlefoil,Steel,SP,105,Corbin Carroll,0,
RAD-296,Draco,First Edition,80's Rad Battlefoil,Hex,SP,160,Drake Maye,0,
RAD-297,Draco,First Edition,80's Rad Battlefoil,GLOW,SP,115,Drake Maye,0,
RAD-298,Draco,First Edition,80's Rad Battlefoil,Fire,SP,110,Drake Maye,0,
RAD-299,Draco,First Edition,80's Rad Battlefoil,Ice,SP,110,Drake Maye,0,
RAD-300,Draco,First Edition,80's Rad Battlefoil,Steel,SP,105,Drake Maye,0,
RAD-301,Cha-Ching,First Edition,80's Rad Battlefoil,Hex,SP,155,Jackson Chourio,0,
RAD-302,Cha-Ching,First Edition,80's Rad Battlefoil,GLOW,SP,110,Jackson Chourio,0,
RAD-303,Cha-Ching,First Edition,80's Rad Battlefoil,Fire,SP,105,Jackson Chourio,0,
RAD-304,Cha-Ching,First Edition,80's Rad Battlefoil,Ice,SP,105,Jackson Chourio,0,
RAD-305,Cha-Ching,First Edition,80's Rad Battlefoil,Steel,SP,100,Jackson Chourio,0,
RAD-306,Time,First Edition,80's Rad Battlefoil,Hex,SP,155,Damian Lillard,0,
RAD-307,Time,First Edition,80's Rad Battlefoil,GLOW,SP,110,Damian Lillard,0,
RAD-308,Time,First Edition,80's Rad Battlefoil,Fire,SP,105,Damian Lillard,0,
RAD-309,Time,First Edition,80's Rad Battlefoil,Ice,SP,105,Damian Lillard,0,
RAD-310,Time,First Edition,80's Rad Battlefoil,Steel,SP,100,Damian Lillard,0,
RAD-311,Fungi,First Edition,80's Rad Battlefoil,Hex,SP,155,Kawhi Leonard,0,
RAD-312,Fungi,First Edition,80's Rad Battlefoil,GLOW,SP,110,Kawhi Leonard,0,
RAD-313,Fungi,First Edition,80's Rad Battlefoil,Fire,SP,105,Kawhi Leonard,0,
RAD-314,Fungi,First Edition,80's Rad Battlefoil,Ice,SP,105,Kawhi Leonard,0,
RAD-315,Fungi,First Edition,80's Rad Battlefoil,Steel,SP,100,Kawhi Leonard,0,
RAD-316,Wildbeard,First Edition,80's Rad Battlefoil,Hex,SP,155,James Harden,0,
RAD-317,Wildbeard,First Edition,80's Rad Battlefoil,GLOW,SP,110,James Harden,0,
RAD-318,Wildbeard,First Edition,80's Rad Battlefoil,Fire,SP,105,James Harden,0,
RAD-319,Wildbeard,First Edition,80's Rad Battlefoil,Ice,SP,105,James Harden,0,
RAD-320,Wildbeard,First Edition,80's Rad Battlefoil,Steel,SP,100,James Harden,0,
RAD-321,Shepherd,First Edition,80's Rad Battlefoil,Hex,SP,155,Ceedee Lamb,0,
RAD-322,Shepherd,First Edition,80's Rad Battlefoil,GLOW,SP,110,Ceedee Lamb,0,
RAD-323,Shepherd,First Edition,80's Rad Battlefoil,Fire,SP,105,Ceedee Lamb,0,
RAD-324,Shepherd,First Edition,80's Rad Battlefoil,Ice,SP,105,Ceedee Lamb,0,
RAD-325,Shepherd,First Edition,80's Rad Battlefoil,Steel,SP,100,Ceedee Lamb,0,
RAD-326,Ollie,First Edition,80's Rad Battlefoil,Hex,SP,150,Matt Olson,0,
RAD-327,Ollie,First Edition,80's Rad Battlefoil,GLOW,SP,105,Matt Olson,0,
RAD-328,Ollie,First Edition,80's Rad Battlefoil,Fire,SP,100,Matt Olson,0,
RAD-329,Ollie,First Edition,80's Rad Battlefoil,Ice,SP,100,Matt Olson,0,
RAD-330,Ollie,First Edition,80's Rad Battlefoil,Steel,SP,95,Matt Olson,0,
RAD-331,Tank,First Edition,80's Rad Battlefoil,Hex,SP,150,Derrick Henry,0,
RAD-332,Tank,First Edition,80's Rad Battlefoil,GLOW,SP,105,Derrick Henry,0,
RAD-333,Tank,First Edition,80's Rad Battlefoil,Fire,SP,100,Derrick Henry,0,
RAD-334,Tank,First Edition,80's Rad Battlefoil,Ice,SP,100,Derrick Henry,0,
RAD-335,Tank,First Edition,80's Rad Battlefoil,Steel,SP,95,Derrick Henry,0,
RAD-336,Grin,First Edition,80's Rad Battlefoil,Hex,SP,150,Fracisco Lindor,0,
RAD-337,Grin,First Edition,80's Rad Battlefoil,GLOW,SP,105,Fracisco Lindor,0,
RAD-338,Grin,First Edition,80's Rad Battlefoil,Fire,SP,100,Fracisco Lindor,0,
RAD-339,Grin,First Edition,80's Rad Battlefoil,Ice,SP,100,Fracisco Lindor,0,
RAD-340,Grin,First Edition,80's Rad Battlefoil,Steel,SP,95,Fracisco Lindor,0,
RAD-341,Bammer,First Edition,80's Rad Battlefoil,Hex,SP,150,Bam Adebayo,0,
RAD-342,Bammer,First Edition,80's Rad Battlefoil,GLOW,SP,105,Bam Adebayo,0,
RAD-343,Bammer,First Edition,80's Rad Battlefoil,Fire,SP,100,Bam Adebayo,0,
RAD-344,Bammer,First Edition,80's Rad Battlefoil,Ice,SP,100,Bam Adebayo,0,
RAD-345,Bammer,First Edition,80's Rad Battlefoil,Steel,SP,95,Bam Adebayo,0,
RAD-346,Barreler,First Edition,80's Rad Battlefoil,Hex,SP,150,Cooper Kupp,0,
RAD-347,Barreler,First Edition,80's Rad Battlefoil,GLOW,SP,100,Cooper Kupp,0,
RAD-348,Barreler,First Edition,80's Rad Battlefoil,Fire,SP,95,Cooper Kupp,0,
RAD-349,Barreler,First Edition,80's Rad Battlefoil,Ice,SP,95,Cooper Kupp,0,
RAD-350,Barreler,First Edition,80's Rad Battlefoil,Steel,SP,90,Cooper Kupp,0,
RAD-351,Cupid,First Edition,80's Rad Battlefoil,Hex,SP,145,Jordan Love,0,
RAD-352,Cupid,First Edition,80's Rad Battlefoil,GLOW,SP,100,Jordan Love,0,
RAD-353,Cupid,First Edition,80's Rad Battlefoil,Fire,SP,95,Jordan Love,0,
RAD-354,Cupid,First Edition,80's Rad Battlefoil,Ice,SP,95,Jordan Love,0,
RAD-355,Cupid,First Edition,80's Rad Battlefoil,Steel,SP,90,Jordan Love,0,
RAD-356,Javalanche,First Edition,80's Rad Battlefoil,Hex,SP,145,Jamal Murray,0,
RAD-357,Javalanche,First Edition,80's Rad Battlefoil,GLOW,SP,100,Jamal Murray,0,
RAD-358,Javalanche,First Edition,80's Rad Battlefoil,Fire,SP,95,Jamal Murray,0,
RAD-359,Javalanche,First Edition,80's Rad Battlefoil,Ice,SP,95,Jamal Murray,0,
RAD-360,Javalanche,First Edition,80's Rad Battlefoil,Steel,SP,90,Jamal Murray,0,
RAD-361,Bionic,First Edition,80's Rad Battlefoil,Hex,SP,145,Carlos Correa,0,
RAD-362,Bionic,First Edition,80's Rad Battlefoil,GLOW,SP,100,Carlos Correa,0,
RAD-363,Bionic,First Edition,80's Rad Battlefoil,Fire,SP,95,Carlos Correa,0,
RAD-364,Bionic,First Edition,80's Rad Battlefoil,Ice,SP,95,Carlos Correa,0,
RAD-365,Bionic,First Edition,80's Rad Battlefoil,Steel,SP,90,Carlos Correa,0,
RAD-366,Stitcher,First Edition,80's Rad Battlefoil,Hex,SP,145,Jonathan Taylor,0,
RAD-367,Stitcher,First Edition,80's Rad Battlefoil,GLOW,SP,100,Jonathan Taylor,0,
RAD-368,Stitcher,First Edition,80's Rad Battlefoil,Fire,SP,95,Jonathan Taylor,0,
RAD-369,Stitcher,First Edition,80's Rad Battlefoil,Ice,SP,95,Jonathan Taylor,0,
RAD-370,Stitcher,First Edition,80's Rad Battlefoil,Steel,SP,90,Jonathan Taylor,0,
RAD-371,Triple Threat,First Edition,80's Rad Battlefoil,Hex,SP,145,Lamelo Ball,0,
RAD-372,Triple Threat,First Edition,80's Rad Battlefoil,GLOW,SP,100,Lamelo Ball,0,
RAD-373,Triple Threat,First Edition,80's Rad Battlefoil,Fire,SP,95,Lamelo Ball,0,
RAD-374,Triple Threat,First Edition,80's Rad Battlefoil,Ice,SP,95,Lamelo Ball,0,
RAD-375,Triple Threat,First Edition,80's Rad Battlefoil,Steel,SP,90,Lamelo Ball,0,
RAD-376,BoJax,Founding Hero,80's Rad Battlefoil,Hex,SP,200,Bo Jackson,0,
RAD-377,BoJax,Founding Hero,80's Rad Battlefoil,GLOW,SP,195,Bo Jackson,0,
RAD-378,BoJax,Founding Hero,80's Rad Battlefoil,Fire,SP,190,Bo Jackson,0,
RAD-379,BoJax,Founding Hero,80's Rad Battlefoil,Ice,SP,190,Bo Jackson,0,
RAD-380,BoJax,Founding Hero,80's Rad Battlefoil,Steel,SP,185,Bo Jackson,0,
BLBF-1,Showtime,First Edition,Blizzard Battlefoil,Hex,,185,Shohei Ohtani,0,
BLBF-2,Showtime,First Edition,Blizzard Battlefoil,GLOW,,140,Shohei Ohtani,0,
BLBF-3,Showtime,First Edition,Blizzard Battlefoil,Fire,,135,Shohei Ohtani,0,
BLBF-4,Showtime,First Edition,Blizzard Battlefoil,Ice,,135,Shohei Ohtani,0,
BLBF-5,Showtime,First Edition,Blizzard Battlefoil,Steel,,130,Shohei Ohtani,0,
BLBF-6,Matata,First Edition,Blizzard Battlefoil,Hex,,185,Ronald Acuna Jr.,0,
BLBF-7,Matata,First Edition,Blizzard Battlefoil,GLOW,,140,Ronald Acuna Jr.,0,
BLBF-8,Matata,First Edition,Blizzard Battlefoil,Fire,,135,Ronald Acuna Jr.,0,
BLBF-9,Matata,First Edition,Blizzard Battlefoil,Ice,,135,Ronald Acuna Jr.,0,
BLBF-10,Matata,First Edition,Blizzard Battlefoil,Steel,,130,Ronald Acuna Jr.,0,
BLBF-11,Gaveler,First Edition,Blizzard Battlefoil,Hex,,185,Aaron Judge,0,
BLBF-12,Gaveler,First Edition,Blizzard Battlefoil,GLOW,,140,Aaron Judge,0,
BLBF-13,Gaveler,First Edition,Blizzard Battlefoil,Fire,,135,Aaron Judge,0,
BLBF-14,Gaveler,First Edition,Blizzard Battlefoil,Ice,,135,Aaron Judge,0,
BLBF-15,Gaveler,First Edition,Blizzard Battlefoil,Steel,,130,Aaron Judge,0,
BLBF-16,Burrocious,First Edition,Blizzard Battlefoil,Hex,,185,Joe Burrow,0,
BLBF-17,Burrocious,First Edition,Blizzard Battlefoil,GLOW,,140,Joe Burrow,0,
BLBF-18,Burrocious,First Edition,Blizzard Battlefoil,Fire,,135,Joe Burrow,0,
BLBF-19,Burrocious,First Edition,Blizzard Battlefoil,Ice,,135,Joe Burrow,0,
BLBF-20,Burrocious,First Edition,Blizzard Battlefoil,Steel,,130,Joe Burrow,0,
BLBF-21,Victory,First Edition,Blizzard Battlefoil,Hex,,185,Victor Wembenyama,0,
BLBF-22,Victory,First Edition,Blizzard Battlefoil,GLOW,,140,Victor Wembenyama,0,
BLBF-23,Victory,First Edition,Blizzard Battlefoil,Fire,,135,Victor Wembenyama,0,
BLBF-24,Victory,First Edition,Blizzard Battlefoil,Ice,,135,Victor Wembenyama,0,
BLBF-25,Victory,First Edition,Blizzard Battlefoil,Steel,,130,Victor Wembenyama,0,
BLBF-26,Shrouded,First Edition,Blizzard Battlefoil,Hex,,180,CJ Stroud,0,
BLBF-27,Shrouded,First Edition,Blizzard Battlefoil,GLOW,,135,CJ Stroud,0,
BLBF-28,Shrouded,First Edition,Blizzard Battlefoil,Fire,,130,CJ Stroud,0,
BLBF-29,Shrouded,First Edition,Blizzard Battlefoil,Ice,,130,CJ Stroud,0,
BLBF-30,Shrouded,First Edition,Blizzard Battlefoil,Steel,,125,CJ Stroud,0,
BLBF-31,Taze'em,First Edition,Blizzard Battlefoil,Hex,,180,Jayson Tatum,0,
BLBF-32,Taze'em,First Edition,Blizzard Battlefoil,GLOW,,135,Jayson Tatum,0,
BLBF-33,Taze'em,First Edition,Blizzard Battlefoil,Fire,,130,Jayson Tatum,0,
BLBF-34,Taze'em,First Edition,Blizzard Battlefoil,Ice,,130,Jayson Tatum,0,
BLBF-35,Taze'em,First Edition,Blizzard Battlefoil,Steel,,125,Jayson Tatum,0,
BLBF-36,Caliber,First Edition,Blizzard Battlefoil,Hex,,180,Caleb Williams,0,
BLBF-37,Caliber,First Edition,Blizzard Battlefoil,GLOW,,135,Caleb Williams,0,
BLBF-38,Caliber,First Edition,Blizzard Battlefoil,Fire,,130,Caleb Williams,0,
BLBF-39,Caliber,First Edition,Blizzard Battlefoil,Ice,,130,Caleb Williams,0,
BLBF-40,Caliber,First Edition,Blizzard Battlefoil,Steel,,125,Caleb Williams,0,
BLBF-41,C.C.,First Edition,Blizzard Battlefoil,Hex,,180,Caitlin Clark,0,
BLBF-42,C.C.,First Edition,Blizzard Battlefoil,GLOW,,135,Caitlin Clark,0,
BLBF-43,C.C.,First Edition,Blizzard Battlefoil,Fire,,130,Caitlin Clark,0,
BLBF-44,C.C.,First Edition,Blizzard Battlefoil,Ice,,130,Caitlin Clark,0,
BLBF-45,C.C.,First Edition,Blizzard Battlefoil,Steel,,125,Caitlin Clark,0,
BLBF-46,Doublecheck,First Edition,Blizzard Battlefoil,Hex,,180,Aaron Rodgers,0,
BLBF-47,Doublecheck,First Edition,Blizzard Battlefoil,GLOW,,135,Aaron Rodgers,0,
BLBF-48,Doublecheck,First Edition,Blizzard Battlefoil,Fire,,130,Aaron Rodgers,0,
BLBF-49,Doublecheck,First Edition,Blizzard Battlefoil,Ice,,130,Aaron Rodgers,0,
BLBF-50,Doublecheck,First Edition,Blizzard Battlefoil,Steel,,125,Aaron Rodgers,0,
BLBF-51,Cobra,First Edition,Blizzard Battlefoil,Hex,,175,Kevin Durant,0,
BLBF-52,Cobra,First Edition,Blizzard Battlefoil,GLOW,,130,Kevin Durant,0,
BLBF-53,Cobra,First Edition,Blizzard Battlefoil,Fire,,125,Kevin Durant,0,
BLBF-54,Cobra,First Edition,Blizzard Battlefoil,Ice,,125,Kevin Durant,0,
BLBF-55,Cobra,First Edition,Blizzard Battlefoil,Steel,,120,Kevin Durant,0,
BLBF-56,Cruze-Control,First Edition,Blizzard Battlefoil,Hex,,175,Elly De La Cruz,0,
BLBF-57,Cruze-Control,First Edition,Blizzard Battlefoil,GLOW,,130,Elly De La Cruz,0,
BLBF-58,Cruze-Control,First Edition,Blizzard Battlefoil,Fire,,125,Elly De La Cruz,0,
