bv_id,external_card_number,internal_card_number,name,type,set,sub_set,variations,element,power,cost,image_url,is_placeholder,filename,download_status,error
8828,GRILL-125,GRILL-125,Bell-Camp,Hero,Griffey,2025 Release,Grillin' Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8829,HBF-54,HBF-054,Bell-Camp,Hero,Griffey,2025 Release,Headlines Battlefoil,Steel,90,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8830,IBF-59,IBF-059,Bell-Camp,Hero,Griffey,2025 Release,Icon Battlefoil,Hex,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-59-Hex-bz1.webp,0,IBF-59_Bell-Camp_Hex_P145.webp,ok,
8831,IBF-124,IBF-124,Bell-Camp,Hero,Griffey,2025 Release,Icon Battlefoil,Glow,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-124-Glow-bz1.webp,0,IBF-124_Bell-Camp_Glow_P100.webp,ok,
8832,IBF-189,IBF-189,Bell-Camp,Hero,Griffey,2025 Release,Icon Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-189-Fire-bz1.webp,0,IBF-189_Bell-Camp_Fire_P95.webp,ok,
8833,IBF-254,IBF-254,Bell-Camp,Hero,Griffey,2025 Release,Icon Battlefoil,Ice,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-254-Ice-bz1.webp,0,IBF-254_Bell-Camp_Ice_P95.webp,ok,
8801,BLBF-125,BLBF-125,Bell-Camp,Hero,Griffey,2025 Release,Blizzard Battlefoil,Hex,145,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8802,BLBF-256,BLBF-256,Bell-Camp,Hero,Griffey,2025 Release,Blizzard Battlefoil,Glow,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8803,BLBF-387,BLBF-387,Bell-Camp,Hero,Griffey,2025 Release,Blizzard Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8804,BLBF-518,BLBF-518,Bell-Camp,Hero,Griffey,2025 Release,Blizzard Battlefoil,Ice,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8805,BLBF-649,BLBF-649,Bell-Camp,Hero,Griffey,2025 Release,Blizzard Battlefoil,Steel,90,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8806,BLBF-780,BLBF-780,Bell-Camp,Hero,Griffey,2025 Release,Blizzard Battlefoil,Brawl,80,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8807,CBF-125,CBF-125,Bell-Camp,Hero,Griffey,2025 Release,Colosseum Battlefoil,Hex,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/CBF/2026-Griffey-CBF-125-Hex-bz1.webp,0,CBF-125_Bell-Camp_Hex_P145.webp,exists,
8808,CBF-256,CBF-256,Bell-Camp,Hero,Griffey,2025 Release,Colosseum Battlefoil,Glow,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/CBF/2026-Griffey-CBF-256-Glow-bz1.webp,0,CBF-256_Bell-Camp_Glow_P100.webp,exists,
8809,CBF-387,CBF-387,Bell-Camp,Hero,Griffey,2025 Release,Colosseum Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/CBF/2026-Griffey-CBF-387-Fire-bz1.webp,0,CBF-387_Bell-Camp_Fire_P95.webp,exists,
8810,CBF-518,CBF-518,Bell-Camp,Hero,Griffey,2025 Release,Colosseum Battlefoil,Ice,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/CBF/2026-Griffey-CBF-518-Ice-bz1.webp,0,CBF-518_Bell-Camp_Ice_P95.webp,exists,
8811,CBF-649,CBF-649,Bell-Camp,Hero,Griffey,2025 Release,Colosseum Battlefoil,Steel,90,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/CBF/2026-Griffey-CBF-649-Steel-bz1.webp,0,CBF-649_Bell-Camp_Steel_P90.webp,exists,
8812,CBF-780,CBF-780,Bell-Camp,Hero,Griffey,2025 Release,Colosseum Battlefoil,Brawl,80,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/CBF/2026-Griffey-CBF-780-Brawl-bz1.webp,0,CBF-780_Bell-Camp_Brawl_P80.webp,exists,
8813,CHILL-125,CHILL-125,Bell-Camp,Hero,Griffey,2025 Release,Chillin' Battlefoil,Ice,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8814,FT-125,FT-125,Bell-Camp,Hero,Griffey,2025 Release,Fire Tracks Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/FT/2026-Griffey-FT-125-bz1.webp,0,FT-125_Bell-Camp_Fire_P95.webp,exists,
8815,GBF-125,GBF-125,Bell-Camp,Hero,Griffey,2025 Release,Green Battlefoil,Glow,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GBF/2026-Griffey-GBF-125-bz1.webp,0,GBF-125_Bell-Camp_Glow_P100.webp,exists,
8816,GGL-125,GGL-125,Bell-Camp,Hero,Griffey,2025 Release,Great Grandma's Linoleum Battlefoil,Hex,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GGL/2026-Griffey-GGL-125-Hex-bz1.webp,0,GGL-125_Bell-Camp_Hex_P145.webp,exists,
8817,GGL-256,GGL-256,Bell-Camp,Hero,Griffey,2025 Release,Great Grandma's Linoleum Battlefoil,Glow,100,,https://images.bazookavault.com/card_fronts/Temporary_Griffey_Great_Grandmas_Linoleum_Glow-bz1.webp,1,,,
8818,GGL-387,GGL-387,Bell-Camp,Hero,Griffey,2025 Release,Great Grandma's Linoleum Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GGL/2026-Griffey-GGL-387-Fire-bz1.webp,0,GGL-387_Bell-Camp_Fire_P95.webp,exists,
8819,GGL-518,GGL-518,Bell-Camp,Hero,Griffey,2025 Release,Great Grandma's Linoleum Battlefoil,Ice,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GGL/2026-Griffey-GGL-518-Ice-bz1.webp,0,GGL-518_Bell-Camp_Ice_P95.webp,exists,
8820,GGL-649,GGL-649,Bell-Camp,Hero,Griffey,2025 Release,Great Grandma's Linoleum Battlefoil,Steel,90,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GGL/2026-Griffey-GGL-649-Steel-bz1.webp,0,GGL-649_Bell-Camp_Steel_P90.webp,ok,
8821,GGL-780,GGL-780,Bell-Camp,Hero,Griffey,2025 Release,Great Grandma's Linoleum Battlefoil,Brawl,80,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GGL/2026-Griffey-GGL-780-Brawl-bz1.webp,0,GGL-780_Bell-Camp_Brawl_P80.webp,ok,
8822,GLBF-125,GLBF-125,Bell-Camp,Hero,Griffey,2025 Release,Grandma's Linoleum Battlefoil,Hex,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GLBF/2026-Griffey-GLBF-125-Hex-bz1.webp,0,GLBF-125_Bell-Camp_Hex_P145.webp,exists,
8823,GLBF-256,GLBF-256,Bell-Camp,Hero,Griffey,2025 Release,Grandma's Linoleum Battlefoil,Glow,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8824,GLBF-387,GLBF-387,Bell-Camp,Hero,Griffey,2025 Release,Grandma's Linoleum Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GLBF/2026-Griffey-GLBF-387-Fire-bz1.webp,0,GLBF-387_Bell-Camp_Fire_P95.webp,ok,
8825,GLBF-518,GLBF-518,Bell-Camp,Hero,Griffey,2025 Release,Grandma's Linoleum Battlefoil,Ice,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GLBF/2026-Griffey-GLBF-518-Ice-bz1.webp,0,GLBF-518_Bell-Camp_Ice_P95.webp,ok,
8826,GLBF-649,GLBF-649,Bell-Camp,Hero,Griffey,2025 Release,Grandma's Linoleum Battlefoil,Steel,90,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GLBF/2026-Griffey-GLBF-649-Steel-bz1.webp,0,GLBF-649_Bell-Camp_Steel_P90.webp,exists,
8827,GLBF-780,GLBF-780,Bell-Camp,Hero,Griffey,2025 Release,Grandma's Linoleum Battlefoil,Brawl,80,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GLBF/2026-Griffey-GLBF-780-Brawl-bz1.webp,0,GLBF-780_Bell-Camp_Brawl_P80.webp,ok,
8828,GRILL-125,GRILL-125,Bell-Camp,Hero,Griffey,2025 Release,Grillin' Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8829,HBF-54,HBF-054,Bell-Camp,Hero,Griffey,2025 Release,Headlines Battlefoil,Steel,90,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8830,IBF-59,IBF-059,Bell-Camp,Hero,Griffey,2025 Release,Icon Battlefoil,Hex,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-59-Hex-bz1.webp,0,IBF-59_Bell-Camp_Hex_P145.webp,ok,
8831,IBF-124,IBF-124,Bell-Camp,Hero,Griffey,2025 Release,Icon Battlefoil,Glow,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-124-Glow-bz1.webp,0,IBF-124_Bell-Camp_Glow_P100.webp,ok,
8832,IBF-189,IBF-189,Bell-Camp,Hero,Griffey,2025 Release,Icon Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-189-Fire-bz1.webp,0,IBF-189_Bell-Camp_Fire_P95.webp,ok,
8833,IBF-254,IBF-254,Bell-Camp,Hero,Griffey,2025 Release,Icon Battlefoil,Ice,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-254-Ice-bz1.webp,0,IBF-254_Bell-Camp_Ice_P95.webp,ok,
8834,IBF-319,IBF-319,Bell-Camp,Hero,Griffey,2025 Release,Icon Battlefoil,Steel,90,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-319-Steel-bz1.webp,0,IBF-319_Bell-Camp_Steel_P90.webp,exists,
8835,IBF-384,IBF-384,Bell-Camp,Hero,Griffey,2025 Release,Icon Battlefoil,Brawl,80,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-384-Brawl-bz1.webp,0,IBF-384_Bell-Camp_Brawl_P80.webp,ok,
8836,LOGO-125,LOGO-125,Bell-Camp,Hero,Griffey,2025 Release,Logofoil,Hex,145,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8837,LOGO-256,LOGO-256,Bell-Camp,Hero,Griffey,2025 Release,Logofoil,Glow,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8838,LOGO-387,LOGO-387,Bell-Camp,Hero,Griffey,2025 Release,Logofoil,Fire,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8839,LOGO-518,LOGO-518,Bell-Camp,Hero,Griffey,2025 Release,Logofoil,Ice,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8840,LOGO-649,LOGO-649,Bell-Camp,Hero,Griffey,2025 Release,Logofoil,Steel,90,,https://images.bazookavault.com/card_fronts/Temporary_Griffey_Logofoil_Steel-bz1.webp,1,,,
8841,LOGO-780,LOGO-780,Bell-Camp,Hero,Griffey,2025 Release,Logofoil,Brawl,80,,https://images.bazookavault.com/card_fronts/Temporary_Griffey_Logofoil_Brawl-bz1.webp,1,,,
8842,MI-125,MI-125,Bell-Camp,Hero,Griffey,2025 Release,Miami Ice Battlefoil,Ice,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8843,MIX-125,MIX-125,Bell-Camp,Hero,Griffey,2025 Release,Mixtape Battlefoil,Hex,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/MIX/2026-Griffey-MIX-125-Hex-bz1.webp,0,MIX-125_Bell-Camp_Hex_P145.webp,exists,
8844,MIX-256,MIX-256,Bell-Camp,Hero,Griffey,2025 Release,Mixtape Battlefoil,Glow,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8845,MIX-387,MIX-387,Bell-Camp,Hero,Griffey,2025 Release,Mixtape Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/MIX/2026-Griffey-MIX-387-Fire-bz1.webp,0,MIX-387_Bell-Camp_Fire_P95.webp,ok,
8846,MIX-518,MIX-518,Bell-Camp,Hero,Griffey,2025 Release,Mixtape Battlefoil,Ice,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/MIX/2026-Griffey-MIX-518-Ice-bz1.webp,0,MIX-518_Bell-Camp_Ice_P95.webp,ok,
8847,MIX-649,MIX-649,Bell-Camp,Hero,Griffey,2025 Release,Mixtape Battlefoil,Steel,90,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8848,MIX-780,MIX-780,Bell-Camp,Hero,Griffey,2025 Release,Mixtape Battlefoil,Brawl,80,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/MIX/2026-Griffey-MIX-780-Brawl-bz1.webp,0,MIX-780_Bell-Camp_Brawl_P80.webp,exists,
8849,OBF-125,OBF-125,Bell-Camp,Hero,Griffey,2025 Release,Orange Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/OBF/2026-Griffey-OBF-125-bz1.webp,0,OBF-125_Bell-Camp_Fire_P95.webp,exists,
8850,OHBF-54,OHBF-054,Bell-Camp,Hero,Griffey,2025 Release,Orange Headlines Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8851,PBF-125,PBF-125,Bell-Camp,Hero,Griffey,2025 Release,Pink Battlefoil,Hex,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/PBF/2026-Griffey-PBF-125-bz1.webp,0,PBF-125_Bell-Camp_Hex_P145.webp,ok,
8852,PG-125,PG-125,Bell-Camp,Hero,Griffey,2025 Release,Power Glove Battlefoil,Brawl,80,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/PG/2026-Griffey-PG-125-bz1.webp,0,PG-125_Bell-Camp_Brawl_P80.webp,exists,
8853,RAD-125,RAD-125,Bell-Camp,Hero,Griffey,2025 Release,80's Rad Battlefoil,Hex,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-125-Hex-bz1.webp,0,RAD-125_Bell-Camp_Hex_P145.webp,exists,
8854,RAD-256,RAD-256,Bell-Camp,Hero,Griffey,2025 Release,80's Rad Battlefoil,Glow,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-256-Glow-bz1.webp,0,RAD-256_Bell-Camp_Glow_P100.webp,ok,
8855,RAD-387,RAD-387,Bell-Camp,Hero,Griffey,2025 Release,80's Rad Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-387-Fire-bz1.webp,0,RAD-387_Bell-Camp_Fire_P95.webp,ok,
8834,IBF-319,IBF-319,Bell-Camp,Hero,Griffey,2025 Release,Icon Battlefoil,Steel,90,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-319-Steel-bz1.webp,0,IBF-319_Bell-Camp_Steel_P90.webp,exists,
8835,IBF-384,IBF-384,Bell-Camp,Hero,Griffey,2025 Release,Icon Battlefoil,Brawl,80,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-384-Brawl-bz1.webp,0,IBF-384_Bell-Camp_Brawl_P80.webp,ok,
8836,LOGO-125,LOGO-125,Bell-Camp,Hero,Griffey,2025 Release,Logofoil,Hex,145,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8837,LOGO-256,LOGO-256,Bell-Camp,Hero,Griffey,2025 Release,Logofoil,Glow,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8838,LOGO-387,LOGO-387,Bell-Camp,Hero,Griffey,2025 Release,Logofoil,Fire,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8839,LOGO-518,LOGO-518,Bell-Camp,Hero,Griffey,2025 Release,Logofoil,Ice,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8840,LOGO-649,LOGO-649,Bell-Camp,Hero,Griffey,2025 Release,Logofoil,Steel,90,,https://images.bazookavault.com/card_fronts/Temporary_Griffey_Logofoil_Steel-bz1.webp,1,,,
8841,LOGO-780,LOGO-780,Bell-Camp,Hero,Griffey,2025 Release,Logofoil,Brawl,80,,https://images.bazookavault.com/card_fronts/Temporary_Griffey_Logofoil_Brawl-bz1.webp,1,,,
8842,MI-125,MI-125,Bell-Camp,Hero,Griffey,2025 Release,Miami Ice Battlefoil,Ice,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8843,MIX-125,MIX-125,Bell-Camp,Hero,Griffey,2025 Release,Mixtape Battlefoil,Hex,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/MIX/2026-Griffey-MIX-125-Hex-bz1.webp,0,MIX-125_Bell-Camp_Hex_P145.webp,exists,
8844,MIX-256,MIX-256,Bell-Camp,Hero,Griffey,2025 Release,Mixtape Battlefoil,Glow,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8845,MIX-387,MIX-387,Bell-Camp,Hero,Griffey,2025 Release,Mixtape Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/MIX/2026-Griffey-MIX-387-Fire-bz1.webp,0,MIX-387_Bell-Camp_Fire_P95.webp,ok,
8846,MIX-518,MIX-518,Bell-Camp,Hero,Griffey,2025 Release,Mixtape Battlefoil,Ice,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/MIX/2026-Griffey-MIX-518-Ice-bz1.webp,0,MIX-518_Bell-Camp_Ice_P95.webp,ok,
8847,MIX-649,MIX-649,Bell-Camp,Hero,Griffey,2025 Release,Mixtape Battlefoil,Steel,90,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8848,MIX-780,MIX-780,Bell-Camp,Hero,Griffey,2025 Release,Mixtape Battlefoil,Brawl,80,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/MIX/2026-Griffey-MIX-780-Brawl-bz1.webp,0,MIX-780_Bell-Camp_Brawl_P80.webp,exists,
8849,OBF-125,OBF-125,Bell-Camp,Hero,Griffey,2025 Release,Orange Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/OBF/2026-Griffey-OBF-125-bz1.webp,0,OBF-125_Bell-Camp_Fire_P95.webp,exists,
8850,OHBF-54,OHBF-054,Bell-Camp,Hero,Griffey,2025 Release,Orange Headlines Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8851,PBF-125,PBF-125,Bell-Camp,Hero,Griffey,2025 Release,Pink Battlefoil,Hex,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/PBF/2026-Griffey-PBF-125-bz1.webp,0,PBF-125_Bell-Camp_Hex_P145.webp,ok,
8852,PG-125,PG-125,Bell-Camp,Hero,Griffey,2025 Release,Power Glove Battlefoil,Brawl,80,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/PG/2026-Griffey-PG-125-bz1.webp,0,PG-125_Bell-Camp_Brawl_P80.webp,exists,
8853,RAD-125,RAD-125,Bell-Camp,Hero,Griffey,2025 Release,80's Rad Battlefoil,Hex,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-125-Hex-bz1.webp,0,RAD-125_Bell-Camp_Hex_P145.webp,exists,
8854,RAD-256,RAD-256,Bell-Camp,Hero,Griffey,2025 Release,80's Rad Battlefoil,Glow,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-256-Glow-bz1.webp,0,RAD-256_Bell-Camp_Glow_P100.webp,ok,
8855,RAD-387,RAD-387,Bell-Camp,Hero,Griffey,2025 Release,80's Rad Battlefoil,Fire,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-387-Fire-bz1.webp,0,RAD-387_Bell-Camp_Fire_P95.webp,ok,
8856,RAD-518,RAD-518,Bell-Camp,Hero,Griffey,2025 Release,80's Rad Battlefoil,Ice,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-518-Ice-bz1.webp,0,RAD-518_Bell-Camp_Ice_P95.webp,exists,
8857,RAD-649,RAD-649,Bell-Camp,Hero,Griffey,2025 Release,80's Rad Battlefoil,Steel,90,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-649-Steel-bz1.webp,0,RAD-649_Bell-Camp_Steel_P90.webp,ok,
8858,RAD-780,RAD-780,Bell-Camp,Hero,Griffey,2025 Release,80's Rad Battlefoil,Brawl,80,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-780-Brawl-bz1.webp,0,RAD-780_Bell-Camp_Brawl_P80.webp,exists,
8859,RBF-125,RBF-125,Bell-Camp,Hero,Griffey,2025 Release,Red Battlefoil,Brawl,80,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RBF/2026-Griffey-RBF-125-bz1.webp,0,RBF-125_Bell-Camp_Brawl_P80.webp,exists,
8860,RHBF-54,RHBF-054,Bell-Camp,Hero,Griffey,2025 Release,Red Headlines Battlefoil,Brawl,80,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RHBF/2026-Griffey-RHBF-54-bz1.webp,0,RHBF-54_Bell-Camp_Brawl_P80.webp,exists,
8861,SBF-125,SBF-125,Bell-Camp,Hero,Griffey,2025 Release,Silver Battlefoil,Steel,90,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/SBF/2026-Griffey-SBF-125-bz1.webp,0,SBF-125_Bell-Camp_Steel_P90.webp,exists,
8862,SF-124,SF-124,Bell-Camp,Hero,Griffey,2025 Release,Superfoil,Super,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/SF/2026-Griffey-SF-124-bz1.webp,0,SF-124_Bell-Camp_Super_P145.webp,exists,
8863,SL-125,SL-125,Bell-Camp,Hero,Griffey,2025 Release,Slime Battlefoil,Glow,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8864,ABF-49,ABF-049,Belladonna,Hero,Griffey,2025 Release,Alpha Battlefoil,Hex,165,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-49-Hex-bz1.webp,0,ABF-49_Belladonna_Hex_P165.webp,exists,
8865,ABF-180,ABF-180,Belladonna,Hero,Griffey,2025 Release,Alpha Battlefoil,Glow,155,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-180-Glow-bz1.webp,0,ABF-180_Belladonna_Glow_P155.webp,exists,
8866,ABF-311,ABF-311,Belladonna,Hero,Griffey,2025 Release,Alpha Battlefoil,Fire,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-311-Fire-bz1.webp,0,ABF-311_Belladonna_Fire_P145.webp,exists,
8867,ABF-442,ABF-442,Belladonna,Hero,Griffey,2025 Release,Alpha Battlefoil,Ice,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-442-Ice-bz1.webp,0,ABF-442_Belladonna_Ice_P145.webp,exists,
8868,ABF-573,ABF-573,Belladonna,Hero,Griffey,2025 Release,Alpha Battlefoil,Steel,135,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-573-Steel-bz1.webp,0,ABF-573_Belladonna_Steel_P135.webp,exists,
8869,ABF-704,ABF-704,Belladonna,Hero,Griffey,2025 Release,Alpha Battlefoil,Brawl,125,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-704-Brawl-bz1.webp,0,ABF-704_Belladonna_Brawl_P125.webp,ok,
8870,BBF-49,BBF-049,Belladonna,Hero,Griffey,2025 Release,Blue Battlefoil,Ice,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/BBF/2026-Griffey-BBF-49-bz1.webp,0,BBF-49_Belladonna_Ice_P145.webp,ok,
8871,BLBF-49,BLBF-049,Belladonna,Hero,Griffey,2025 Release,Blizzard Battlefoil,Hex,165,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8872,BLBF-180,BLBF-180,Belladonna,Hero,Griffey,2025 Release,Blizzard Battlefoil,Glow,155,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8873,BLBF-311,BLBF-311,Belladonna,Hero,Griffey,2025 Release,Blizzard Battlefoil,Fire,145,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8874,BLBF-442,BLBF-442,Belladonna,Hero,Griffey,2025 Release,Blizzard Battlefoil,Ice,145,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8875,BLBF-573,BLBF-573,Belladonna,Hero,Griffey,2025 Release,Blizzard Battlefoil,Steel,135,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8876,BLBF-704,BLBF-704,Belladonna,Hero,Griffey,2025 Release,Blizzard Battlefoil,Brawl,125,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
8877,CBF-49,CBF-049,Belladonna,Hero,Griffey,2025 Release,Colosseum Battlefoil,Hex,165,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/CBF/2026-Griffey-CBF-49-Hex-bz1.webp,0,CBF-49_Belladonna_Hex_P165.webp,ok,
8878,CBF-180,CBF-180,Belladonna,Hero,Griffey,2025 Release,Colosseum Battlefoil,Glow,155,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/CBF/2026-Griffey-CBF-180-Glow-bz1.webp,0,CBF-180_Belladonna_Glow_P155.webp,ok,
8879,CBF-311,CBF-311,Belladonna,Hero,Griffey,2025 Release,Colosseum Battlefoil,Fire,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/CBF/2026-Griffey-CBF-311-Fire-bz1.webp,0,CBF-311_Belladonna_Fire_P145.webp,exists,
8880,CBF-442,CBF-442,Belladonna,Hero,Griffey,2025 Release,Colosseum Battlefoil,Ice,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/CBF/2026-Griffey-CBF-442-Ice-bz1.webp,0,CBF-442_Belladonna_Ice_P145.webp,ok,
